,LON,LAT,eastwind,northwind,eastcurrent,northcurrent,sog,cog,heading,windspeed,winddir,curspeed,curdir,vgms,vwmsqr,vwms,vwknot
0,14.6896632,55.09845188,2.267687798,6.741481781,0.11368979,0.044994045,0.0,358.9,174.0,7.112663674935925,18.591819568884105,0.12226950738310073,68.40824648427764,0.0,0.014949832435706124,0.12226950738310073,0.2376674684512712
1,14.68965898,55.09845072,1.782680511,6.410274506,0.11368979,0.044994045,0.0,358.9,174.0,6.653538084851756,15.541109432249447,0.12226950738310073,68.40824648427764,0.0,0.014949832435706124,0.12226950738310073,0.2376674684512712
2,14.68964827,55.09846836,1.154659271,6.385134697,0.08398378,0.05400039,0.0,358.9,174.0,6.488696566409893,10.250337382459376,0.09984646925775843,57.25955228373854,0.0,0.0099693174232405,0.09984646925775843,0.19408156694323084
3,14.68964624,55.09847095,0.348800659,6.094658852,0.08398378,0.05400039,0.0,358.9,174.0,6.104631718783763,3.2754957963013833,0.09984646925775843,57.25955228373854,0.0,0.0099693174232405,0.09984646925775843,0.19408156694323084
4,14.68964395,55.09846224,-0.593128204,6.153185844,0.08398378,0.05400039,0.0,358.9,174.0,6.181706649233872,-5.505939614923566,0.09984646925775843,57.25955228373854,0.0,0.0099693174232405,0.09984646925775843,0.19408156694323084
5,14.68964852,55.09845506,-1.140082359,6.917303085,0.048465375,0.099054195,0.0,358.9,174.0,7.010625489573204,-9.35912285884639,0.11027522895459636,26.071643336270395,0.0,0.012160626120988649,0.11027522895459636,0.2143529900419444
6,14.68963615,55.09846972,-1.244867325,7.608953476,0.048465375,0.099054195,0.0,358.9,174.0,7.710114633180569,-9.291591389886225,0.11027522895459636,26.071643336270395,0.0,0.012160626120988649,0.11027522895459636,0.2143529900419444
7,14.68964056,55.09846554,-0.910214424,7.986181259,0.048465375,0.099054195,0.0,358.9,174.0,8.037884136964186,-6.502153078305315,0.11027522895459636,26.071643336270395,0.0,0.012160626120988649,0.11027522895459636,0.2143529900419444
8,14.55927495,55.12162905,0.137990952,7.647350311,0.08303345,0.062728316,14.57839388,299.5735135,269.9005736,7.648595183560552,1.0337490659971345,0.10406438126034458,52.93047106873916,7.499945405905957,58.08896668317118,7.6216118166153795,14.814889049136974
9,14.15089594,55.26179856,1.049883842,6.617632866,0.06186474,0.083661154,18.14869565,302.2745078,300.1304348,6.70039706516383,9.014811984069354,0.10405015494404281,36.48173746615316,9.336709357958638,90.22164971308383,9.498507762437415,18.463199388625846
10,13.83785895,55.39647945,0.007601738,4.089465141,0.0653777,0.06580221,9.686510264,163.9223182,230.1173021,4.089472206272439,0.10650463757261829,0.09275868961005271,44.81458634590332,4.98328545323593,26.116525648048768,5.1104330196225805,9.933659703542371
11,13.85009009,55.39048487,0.516915321,3.786379814,0.08789544,0.03077736,11.25211194,117.0032845,178.6536145,3.8215014778161747,7.773942672440061,0.09312816041006716,70.70184959489508,5.788718973145386,34.21056080419009,5.848979466897631,11.369246287755614
12,14.15540819,55.2553792,2.151406288,5.039320946,0.068978846,0.05239465,18.11962747,125.8293849,125.4462963,5.479352572415857,23.118791718744333,0.08662147853802898,52.78058178890901,9.321755051960078,88.80136360812944,9.423447543660942,18.31729733536814
13,14.56350932,55.11239861,2.640032768,4.693804741,0.080817536,0.021035006,14.3797271,128.3521281,114.0779727,5.385311129614316,29.355598525445576,0.08351015269134245,75.41087885556857,7.397740045272148,55.33848701467941,7.438984273049608,14.459897629953828
14,14.68964734,55.09845723,2.640167236,3.999181747,0.06401802,0.005087642,0.0,348.5,174.2934473,4.79207029159484,33.43186908968137,0.0642198644177996,85.45613808521198,0.0,0.0041241909858405635,0.0642198644177996,0.12483057245531887
15,14.62505706,55.10139196,2.687847137,3.530452728,0.06401802,0.005087642,10.44236111,302.9255763,238.3217593,4.437185898350636,37.2831840924045,0.0642198644177996,85.45613808521198,5.372137622183352,28.97024081258845,5.382401026734114,10.462311115765772
16,14.23630801,55.18057346,3.051608086,3.542446136,0.036050152,0.011568375,18.33485401,288.2666756,285.7773085,4.675600125866402,40.74295590303918,0.037860807695606936,72.20873544639176,9.432479684123882,89.397315365685,9.455015355126877,18.378658847295622
17,13.81700924,55.22528516,3.526662827,2.946798325,0.06761564,-0.04330415,18.221673,274.6246448,272.1100889,4.595755766309437,50.11864563970226,0.08029398595058101,-57.3626418307979,9.374253009568886,89.46121473327703,9.458393877042605,18.385226018195414
18,13.1655469,55.25118787,3.865514755,2.056453705,,,18.21317254,273.6881517,271.6231388,4.378493595054232,61.98702424813498,,,9.36987989505093,,,
19,12.6837953,55.31466151,1.979595184,0.744322777,0.1667564,0.102759294,17.13216266,299.2649574,297.0041924,2.114902713809074,69.39386648596563,0.1958753926462904,58.35762823145837,8.813747638645951,81.24149248645095,9.0134062643626,17.52025909666802
20,12.3234742,55.44480693,1.21307373,0.604650497,,,13.24756098,288.1647877,261.4653287,1.3554151017081297,63.506270547904855,,,6.815290143018829,,,
21,12.19694976,55.4555818,1.065618515,0.555459023,,,0.0,291.2,110.0,1.2016977763742926,62.468994363702905,,,0.0,,,
22,12.19755877,55.45565429,1.273382187,0.504751205,,,0.645104214,275.85079,107.5289331,1.3697722340293859,68.37730569056762,,,0.3318778752958123,,,
23,12.39649911,55.40888889,1.961223602,0.128341675,,,14.76892726,121.5135065,120.9144998,1.965418429389442,86.2559258646209,,,7.597966488321844,,,
24,12.55815396,55.34536737,1.948678017,-0.589313507,0.13163747,0.053018827,17.6380479,123.4722611,122.9086375,2.0358380150374664,-73.17378702239589,0.14191342263667955,68.06220136360905,9.074003446856672,84.22797519354684,9.177580029264078,17.839380060883514
25,13.00914109,55.23620592,3.12463665,-0.88515377,0.06828287,-0.0802168,18.17445545,101.5163092,100.645083,3.2475916293568123,-74.18352105950474,0.10534365352348903,-40.40539367371036,9.349961647288815,90.34867340699257,9.505191918472377,18.476192051126606
26,13.60171329,55.18043804,3.033529282,-0.894751549,0.010344032,-0.002931076,18.477997,98.46318126,97.18224137,3.1627330331833785,-73.56636622420687,0.010751288505793153,-74.17943738736294,9.50612048564667,90.47476310490536,9.511822280977782,18.48908014976461
27,14.0956291,55.13834999,3.556490898,-0.364193916,-0.000480872,-0.041553374,18.37597648,99.06400136,97.9290899,3.5750894696508313,-84.15314363424282,0.04155615632688206,0.6630197168515201,9.45363539458792,90.90011673451144,9.534155271155985,18.532491016073003
28,14.56226967,55.09682264,4.0837183,-0.029998779,0.04101228,-0.032352895,14.00482822,124.7600709,103.7567244,4.083828483236824,-89.57911579968241,0.05223712210372452,-51.73154915971633,7.2048709846692045,52.81908809644327,7.267674187554315,14.126905085768076
29,14.68962671,55.09846868,4.163427353,-0.61739254,0.009958952,-0.051476594,0.0,345.7,173.8301887,4.208954843207069,-81.5651064873088,0.052431101979446705,-10.949492487119265,0.0,0.00274902045477914,0.052431101979446705,0.1019155760276485
30,14.6896366,55.09846051,3.523010254,-1.78539753,0.009958952,-0.051476594,0.0,345.7,174.0,3.949588027873191,-63.124937341303834,0.052431101979446705,-10.949492487119265,0.0,0.00274902045477914,0.052431101979446705,0.1019155760276485
31,14.68964996,55.09847227,2.653674126,-2.251688004,0.009958952,-0.051476594,0.0,345.7,174.0,3.480242122950552,-49.68482382918495,0.052431101979446705,-10.949492487119265,0.0,0.00274902045477914,0.052431101979446705,0.1019155760276485
32,14.68964409,55.09846868,1.989815712,-2.226254463,-0.000868855,-0.05505436,0.0,345.7,174.0,2.9858960969446824,-41.79019395350475,0.05506121560609269,0.9041534980911583,0.0,0.003031737464020625,0.05506121560609269,0.10702799089512297
33,14.68963867,55.09845891,1.784893036,-2.16656208,-0.000868855,-0.05505436,0.0,345.7,174.0,2.8071042724585813,-39.48294443963242,0.05506121560609269,0.9041534980911583,0.0,0.003031737464020625,0.05506121560609269,0.10702799089512297
34,14.68964534,55.09845372,1.900897026,-2.769317627,-0.000868855,-0.05505436,0.0,345.7,174.0,3.3589476957327804,-34.46623001593729,0.05506121560609269,0.9041534980911583,0.0,0.003031737464020625,0.05506121560609269,0.10702799089512297
35,14.68963961,55.09845497,1.459414482,-2.895217896,0.001416448,-0.05344022,0.0,345.7,174.0,3.2422488022343376,-26.751649480796136,0.05345898837973932,-1.5182852045376114,0.0,0.002857863438585104,0.05345898837973932,0.10391358161253729
36,14.6896482,55.09845923,1.361224174,-2.723593712,0.001416448,-0.05344022,0.0,345.7,174.0,3.0448142734702097,-26.555412435112622,0.05345898837973932,-1.5182852045376114,0.0,0.002857863438585104,0.05345898837973932,0.10391358161253729
