Time,LON,LAT,Eastward wind,Northward wind,Temperature above oceans,Air density above oceans,Max wave height,Swell direction,Wind wave direction,Swell period,Wind wave period,Wave direction,Wave period,Sea surface temperature,Combined wind waves and swell height,Swell height,Wind wave height,Surface pressure,Eastward current,Northward current,SOG,COG,Heading,Width,Length,Draught
2021-06-21 19:00:00,12.503661163779528,55.38805521102362,2.3999080657958984,-5.074640274047852,288.84765625,1.2075872421264648,0.7933065295219421,302.4232177734375,329.1813659667969,3.0895776748657227,2.691688537597656,328.45977783203125,2.7728662490844727,290.248779296875,0.4312683343887329,0.1892522573471069,0.38714599609375,100719.75,,,17.696535433070864,305.0552755905512,304.08188976377954,25.0,158.0,5.4
2021-06-21 20:00:00,12.214532910514542,55.4569454541387,2.1642847061157227,-4.532605171203613,288.03271484375,1.2093048095703125,,,,,,,,290.333251953125,,,,100648.875,,,5.065548098434005,271.08791946308725,172.03803131991052,25.0,158.0,5.4
2021-06-21 21:00:00,12.196963965811966,55.45559634188034,2.608999252319336,-4.3078155517578125,287.600341796875,1.2098989486694336,,,,,,,,290.333251953125,,,,100662.8125,,,0.0,295.1,109.70655270655271,25.0,158.0,5.4
2021-06-21 22:00:00,12.196959332402232,55.45559191620112,2.610854148864746,-3.981076240539551,287.63037109375,1.211050033569336,,,,,,,,290.4970703125,,,,100713.9375,,,0.0,295.1,109.31005586592178,25.0,158.0,5.4
2021-06-21 23:00:00,12.301351941616767,55.4401524236527,3.181780815124512,-3.84171199798584,287.575927734375,1.2105474472045898,,,,,,,,290.4970703125,,,,100747.0625,,,12.47065868263473,138.17859281437126,110.27245508982035,25.0,158.0,5.495658682634731
2021-06-22 00:00:00,12.694108667210442,55.29408409787928,2.8824005126953125,-4.396435737609863,288.056640625,,,,,,,,,,,,,100899.0625,,,19.989722675367048,118.98711256117456,116.74551386623163,25.0,158.0,5.5
2021-06-22 01:00:00,13.199163153652394,55.20870845088161,2.007675170898437,-5.692596435546875,288.780517578125,1.2076787948608398,1.0377724170684814,327.4061279296875,336.97149658203125,3.6678972244262695,2.976576805114746,335.1898498535156,3.156788825988769,290.187744140625,0.5558589696884155,0.266021728515625,0.48443603515625,100853.25,,,20.6103274559194,99.19874055415616,97.32997481108312,25.0,158.0,5.5
2021-06-22 02:00:00,13.880224403409091,55.16020817045455,3.440279960632324,-4.268240928649902,289.44677734375,1.2040128707885742,0.7198726534843445,22.68895530700684,317.4383239746094,3.585782051086426,2.524085998535156,352.9052734375,3.086392402648926,290.169189453125,0.3912038207054138,0.2455748915672302,0.29351806640625,100910.8125,,,20.97310606060606,99.97651515151514,98.1534090909091,25.0,158.0,5.5
2021-06-22 03:00:00,14.434154239193084,55.09782487752161,4.075137138366699,-5.02789306640625,289.563720703125,1.2024765014648438,0.7931191921234131,56.20983123779297,309.3052062988281,3.684451103210449,2.671913146972656,322.9857482910156,2.979454040527344,290.10888671875,0.4244038462638855,0.2273558974266052,0.3565673828125,100864.9375,-0.017215867,-0.07525677,19.295244956772333,94.23775216138328,91.02593659942364,25.0,158.0,5.5
2021-06-22 04:00:00,14.689886276470588,55.0978843,5.048632621765137,-4.896936416625977,289.4638671875,1.2036199569702148,0.922149658203125,57.15856552124024,309.267578125,3.716524124145508,2.771644592285156,316.2734680175781,3.020845413208008,290.2177734375,0.4890994429588318,0.2427367568016052,0.422119140625,100778.875,,,0.7576470588235295,285.97058823529414,165.34117647058824,25.0,158.0,5.5
2021-06-22 05:00:00,14.689660571428572,55.09846003571429,4.239779472351074,-3.808160781860352,289.352294921875,1.2042856216430664,0.99291330575943,15.92686653137207,313.6528625488281,3.676886558532715,2.855751037597656,315.6547241210937,3.084540367126465,290.2177734375,0.5281780362129211,0.2600707411766052,0.4532470703125,100791.125,,,0.0035714285714285,350.5,173.71428571428572,25.0,158.0,5.5
2021-06-22 06:00:00,14.689638555555556,55.098464703703705,4.420476913452148,-3.636013984680176,289.285888671875,1.205092430114746,1.0089058876037598,317.3408508300781,318.67779541015625,3.652009963989258,2.778066635131836,316.125732421875,3.156648635864258,290.2177734375,0.5372079014778137,0.3280029296875,0.4132080078125,100822.75,0.0031096635,-0.05908081,0.0,350.5,174.0,25.0,158.0,5.5
