,LON,LAT,eastwind,northwind,eastcurrent,northcurrent,sog,cog,heading,windspeed,winddir,curspeed,curdir,vgms,truecurrdir,dirchk,vgx,vcx,stw_x,vgy,vcy,stw_y,vwms,vwknot,alpha
0,14.6896632,55.09845188,2.267687798,6.741481781,0.11368979,0.044994045,0.0,358.9,174.0,7.112663674935925,18.591819568884105,0.12226950738310073,68.40824648427764,0.0,105.5917535,253.3082465,-0.0,0.11368979000000001,-0.11368979000000001,0.0,0.04499404499999998,-0.04499404499999998,0.12226950738310073,0.2376674684512712,291.59175351572236
1,14.68965898,55.09845072,1.782680511,6.410274506,0.11368979,0.044994045,0.0,358.9,174.0,6.653538084851756,15.541109432249447,0.12226950738310073,68.40824648427764,0.0,105.5917535,253.3082465,-0.0,0.11368979000000001,-0.11368979000000001,0.0,0.04499404499999998,-0.04499404499999998,0.12226950738310073,0.2376674684512712,291.59175351572236
2,14.68964827,55.09846836,1.154659271,6.385134697,0.08398378,0.05400039,0.0,358.9,174.0,6.488696566409893,10.250337382459376,0.09984646925775843,57.25955228373854,0.0,116.7404477,242.15955229999997,-0.0,0.08398378000000001,-0.08398378000000001,0.0,0.05400039,-0.05400039,0.09984646925775845,0.19408156694323087,302.74044771626143
3,14.68964624,55.09847095,0.348800659,6.094658852,0.08398378,0.05400039,0.0,358.9,174.0,6.104631718783763,3.2754957963013833,0.09984646925775843,57.25955228373854,0.0,116.7404477,242.15955229999997,-0.0,0.08398378000000001,-0.08398378000000001,0.0,0.05400039,-0.05400039,0.09984646925775845,0.19408156694323087,302.74044771626143
4,14.68964395,55.09846224,-0.593128204,6.153185844,0.08398378,0.05400039,0.0,358.9,174.0,6.181706649233872,-5.505939614923566,0.09984646925775843,57.25955228373854,0.0,116.7404477,242.15955229999997,-0.0,0.08398378000000001,-0.08398378000000001,0.0,0.05400039,-0.05400039,0.09984646925775845,0.19408156694323087,302.74044771626143
5,14.68964852,55.09845506,-1.140082359,6.917303085,0.048465375,0.099054195,0.0,358.9,174.0,7.010625489573204,-9.35912285884639,0.11027522895459636,26.071643336270395,0.0,147.9283567,210.97164329999998,-0.0,0.04846537499999999,-0.04846537499999999,0.0,0.09905419499999998,-0.09905419499999998,0.11027522895459635,0.21435299004194439,333.92835666372963
6,14.68963615,55.09846972,-1.244867325,7.608953476,0.048465375,0.099054195,0.0,358.9,174.0,7.710114633180569,-9.291591389886225,0.11027522895459636,26.071643336270395,0.0,147.9283567,210.97164329999998,-0.0,0.04846537499999999,-0.04846537499999999,0.0,0.09905419499999998,-0.09905419499999998,0.11027522895459635,0.21435299004194439,333.92835666372963
7,14.68964056,55.09846554,-0.910214424,7.986181259,0.048465375,0.099054195,0.0,358.9,174.0,8.037884136964186,-6.502153078305315,0.11027522895459636,26.071643336270395,0.0,147.9283567,210.97164329999998,-0.0,0.04846537499999999,-0.04846537499999999,0.0,0.09905419499999998,-0.09905419499999998,0.11027522895459635,0.21435299004194439,333.92835666372963
8,14.55927495,55.12162905,0.137990952,7.647350311,0.08303345,0.062728316,14.57839388,299.5735135,269.9005736,7.648595183560552,1.0337490659971345,0.10406438126034458,52.93047106873916,7.499945405905957,143.0298975,156.543616,-6.5228763260588,0.08303345000000001,-6.6059097760588,3.701522055386342,0.06272831599999999,3.638793739386342,7.541807730725205,14.659765866983653,298.8476941896972
9,14.15089594,55.26179856,1.049883842,6.617632866,0.06186474,0.083661154,18.14869565,302.2745078,300.1304348,6.70039706516383,9.014811984069354,0.10405015494404281,36.48173746615316,9.336709357958638,96.35130268,205.92320511999998,-7.894183048120701,0.06186474,-7.956047788120701,4.9855807723630505,0.083661154,4.901919618363051,9.344919066088954,18.164653680663708,301.63825919865627
10,13.83785895,55.39647945,0.007601738,4.089465141,0.0653777,0.06580221,9.686510264,163.9223182,230.1173021,4.089472206272439,0.10650463757261829,0.09275868961005271,44.81458634590332,4.98328545323593,174.6972843,10.7749661,1.3800729857162555,0.0653777,1.3146952857162555,-4.788374720354397,0.06580221,-4.854176930354397,5.029061280743096,9.775489317508429,344.8456859842144
11,13.85009009,55.39048487,0.516915321,3.786379814,0.08789544,0.03077736,11.25211194,117.0032845,178.6536145,3.8215014778161747,7.773942672440061,0.09312816041006716,70.70184959489508,5.788718973145386,107.9517649,9.051519600000006,5.157635710956705,0.08789543999999999,5.069740270956705,-2.6283190870055133,0.030777360000000007,-2.6590964470055134,5.724776006922673,11.127819602256292,297.6771669190593
12,14.15540819,55.2553792,2.151406288,5.039320946,0.068978846,0.05239465,18.11962747,125.8293849,125.4462963,5.479352572415857,23.118791718744333,0.08662147853802898,52.78058178890901,9.321755051960078,72.66571451,53.16367038999999,7.557740700675481,0.06897884600000001,7.488761854675481,-5.45670896695953,0.052394649999999994,-5.50910361695953,9.296869192283987,18.071254335961612,306.34003861258606
13,14.56350932,55.11239861,2.640032768,4.693804741,0.080817536,0.021035006,14.3797271,128.3521281,114.0779727,5.385311129614316,29.355598525445576,0.08351015269134245,75.41087885556857,7.397740045272148,38.66709385,89.68503424999999,5.801397748286042,0.080817536,5.720580212286042,-4.590244213939473,0.02103500599999998,-4.6112792199394725,7.34771624448333,14.282490836026696,308.8717987289028
14,14.68964734,55.09845723,2.640167236,3.999181747,0.06401802,0.005087642,0.0,348.5,174.2934473,4.79207029159484,33.43186908968137,0.0642198644177996,85.45613808521198,0.0,88.83730921,259.66269079,-0.0,0.06401802,-0.06401802,0.0,0.0050876419999999895,-0.0050876419999999895,0.0642198644177996,0.12483057245531887,274.543861914788
15,14.62505706,55.10139196,2.687847137,3.530452728,0.06401802,0.005087642,10.44236111,302.9255763,238.3217593,4.437185898350636,37.2831840924045,0.0642198644177996,85.45613808521198,5.372137622183352,152.8656212,150.0599551,-4.509250441815151,0.06401802,-4.573268461815151,2.9200210760656615,0.0050876419999999895,2.9149334340656616,5.423248228586531,10.5417099067265,302.51283174454886
16,14.23630801,55.18057346,3.051608086,3.542446136,0.036050152,0.011568375,18.33485401,288.2666756,285.7773085,4.675600125866402,40.74295590303918,0.037860807695606936,72.20873544639176,9.432479684123882,146.431427,141.83524859999997,-8.957157616027429,0.03605015200000001,-8.993207768027428,2.9565182957410534,0.011568375,2.9449499207410534,9.46311344085981,18.3943999063433,288.13174781746613
17,13.81700924,55.22528516,3.526662827,2.946798325,0.06761564,-0.04330415,18.221673,274.6246448,272.1100889,4.595755766309437,50.11864563970226,0.08029398595058101,-57.3626418307979,9.374253009568886,149.4727307,125.1519141,-9.343733160790123,-0.06761564,-9.276117520790123,0.7558241246231377,0.04330415,0.7125199746231378,9.303442425991923,18.0840313876431,274.3923959110991
