,LON,LAT,sog,vwknot,cog,truecurrdir,dirchk,heading,curdir,curspeed,vgms
0,14.6896632,55.09845188,0.0,0.2376674684512712,358.9,105.5917535,253.3082465,174.0,68.40824648427764,0.12226950738310073,0.0
1,14.68965898,55.09845072,0.0,0.2376674684512712,358.9,105.5917535,253.3082465,174.0,68.40824648427764,0.12226950738310073,0.0
2,14.68964827,55.09846836,0.0,0.19408156694323087,358.9,116.7404477,242.15955229999997,174.0,57.25955228373854,0.09984646925775843,0.0
3,14.68964624,55.09847095,0.0,0.19408156694323087,358.9,116.7404477,242.15955229999997,174.0,57.25955228373854,0.09984646925775843,0.0
4,14.68964395,55.09846224,0.0,0.19408156694323087,358.9,116.7404477,242.15955229999997,174.0,57.25955228373854,0.09984646925775843,0.0
5,14.68964852,55.09845506,0.0,0.21435299004194439,358.9,147.9283567,210.97164329999998,174.0,26.071643336270395,0.11027522895459636,0.0
6,14.68963615,55.09846972,0.0,0.21435299004194439,358.9,147.9283567,210.97164329999998,174.0,26.071643336270395,0.11027522895459636,0.0
7,14.68964056,55.09846554,0.0,0.21435299004194439,358.9,147.9283567,210.97164329999998,174.0,26.071643336270395,0.11027522895459636,0.0
8,14.55927495,55.12162905,14.57839388,14.659765866983653,299.5735135,143.0298975,156.543616,269.9005736,52.93047106873916,0.10406438126034458,7.499945405905957
9,14.15089594,55.26179856,18.14869565,18.164653680663708,302.2745078,96.35130268,205.92320511999998,300.1304348,36.48173746615316,0.10405015494404281,9.336709357958638
10,13.83785895,55.39647945,9.686510264,9.775489317508429,163.9223182,174.6972843,10.7749661,230.1173021,44.81458634590332,0.09275868961005271,4.98328545323593
14,14.68964734,55.09845723,0.0,0.12483057245531887,348.5,88.83730921,259.66269079,174.2934473,85.45613808521198,0.0642198644177996,0.0
15,14.62505706,55.10139196,10.44236111,10.5417099067265,302.9255763,152.8656212,150.0599551,238.3217593,85.45613808521198,0.0642198644177996,5.372137622183352
16,14.23630801,55.18057346,18.33485401,18.3943999063433,288.2666756,146.431427,141.83524859999997,285.7773085,72.20873544639176,0.037860807695606936,9.432479684123882
19,12.6837953,55.31466151,17.13216266,17.32048443252097,299.2649574,121.3534359,177.91152150000002,297.0041924,58.35762823145837,0.1958753926462904,8.813747638645951
25,13.00914109,55.23620592,18.17445545,18.336076516596027,101.5163092,38.94952336,62.566785839999994,100.645083,-40.40539367371036,0.10534365352348903,9.349961647288815
26,13.60171329,55.18043804,18.477997,18.498723485564497,98.46318126,8.638321243,89.82486001699999,97.18224137,-74.17943738736294,0.010751288505793153,9.50612048564667
27,14.0956291,55.13834999,18.37597648,18.387951613896306,99.06400136,82.73392917,16.33007219000001,97.9290899,0.6630197168515201,0.04155615632688206,9.45363539458792
28,14.56226967,55.09682264,14.00482822,14.106177808947484,124.7600709,24.51172641,100.24834449,103.7567244,-51.73154915971633,0.05223712210372452,7.2048709846692045
29,14.68962671,55.09846868,0.0,0.10191557602764852,345.7,4.779681166,340.920318834,173.8301887,-10.949492487119265,0.052431101979446705,0.0
30,14.6896366,55.09846051,0.0,0.10191557602764852,345.7,4.949492487,340.750507513,174.0,-10.949492487119265,0.052431101979446705,0.0
31,14.68964996,55.09847227,0.0,0.10191557602764852,345.7,4.949492487,340.750507513,174.0,-10.949492487119265,0.052431101979446705,0.0
32,14.68964409,55.09846868,0.0,0.10702799089512298,345.7,6.904153706,338.795846294,174.0,0.9041534980911583,0.05506121560609269,0.0
33,14.68963867,55.09845891,0.0,0.10702799089512298,345.7,6.904153706,338.795846294,174.0,0.9041534980911583,0.05506121560609269,0.0
34,14.68964534,55.09845372,0.0,0.10702799089512298,345.7,6.904153706,338.795846294,174.0,0.9041534980911583,0.05506121560609269,0.0
35,14.68963961,55.09845497,0.0,0.10391358161253729,345.7,4.481715331,341.218284669,174.0,-1.5182852045376114,0.05345898837973932,0.0
36,14.6896482,55.09845923,0.0,0.10391358161253729,345.7,4.481715331,341.218284669,174.0,-1.5182852045376114,0.05345898837973932,0.0
37,14.6896316,55.09846514,0.0,0.10391358161253729,345.7,4.481715331,341.218284669,174.0,-1.5182852045376114,0.05345898837973932,0.0
38,14.68964975,55.0984578,0.0,0.10666751373701418,345.7,15.44033535,330.25966465,174.0,9.440335348937625,0.054875765890016553,0.0
39,14.68964482,55.09845248,0.038344071,0.07546880291621536,340.4140539,15.36809263,325.04596127,174.0722427,9.440335348937625,0.054875765890016553,0.019726345817470934
40,14.4767728,55.14104451,16.5965621,16.603986220579973,295.2424584,81.01139283,214.23106556999997,292.1056298,31.094237002117428,0.036696274075072914,8.538204599238604
41,14.02722663,55.2208583,18.97664515,19.091522221475955,273.5975657,28.4678333,245.12973240000002,272.2581467,63.790313412616314,0.06804288687523932,9.762653127893817
43,12.91651227,55.27199307,18.15292038,18.156803710361746,281.801931,107.8519802,173.9499508,279.2859059,27.137884098566616,0.007543043025964786,9.338882796584011
50,13.56699384,55.18206911,18.89496702,19.050997755526012,96.67739629,162.6463639,65.96896761,95.17814934,-67.46821452016232,0.08341777533647739,9.720633305895667
53,14.68964635,55.09844975,0.0,0.26853815700892053,356.0,90.35688063,265.64311937,174.6415094,84.9983900680251,0.1381511251203419,0.0
54,14.68964866,55.09846731,0.0,0.26853815700892053,356.0,90.99839007,265.00160993,174.0,84.9983900680251,0.1381511251203419,0.0
55,14.68965683,55.09846115,0.0,0.26853815700892053,356.0,90.99839007,265.00160993,174.0,84.9983900680251,0.1381511251203419,0.0
56,14.68966029,55.09846457,0.0,0.31188878595017494,356.0,102.5485234,253.4514766,174.0,-83.45147664174645,0.16045312581035856,0.0
57,14.6896318,55.09845342,0.0,0.31188878595017494,356.0,102.5485234,253.4514766,174.0,-83.45147664174645,0.16045312581035856,0.0
58,14.68964459,55.0984574,0.0,0.31188878595017494,356.0,102.5485234,253.4514766,174.0,-83.45147664174645,0.16045312581035856,0.0
59,14.68963982,55.09846318,0.0,0.3762164305559683,356.0,105.211134,250.78886599999998,174.0,-80.78886601945224,0.19354688268132952,0.0
60,14.68963732,55.09844794,0.0,0.3762164305559683,356.0,105.211134,250.78886599999998,174.0,-80.78886601945224,0.19354688268132952,0.0
61,14.68964108,55.09844978,0.0,0.3762164305559683,356.0,105.211134,250.78886599999998,174.0,-80.78886601945224,0.19354688268132952,0.0
62,14.68962455,55.09845619,0.0,0.5080385784829905,356.0,99.42772694,256.57227306,174.0,-86.57227305810518,0.2613636065865781,0.0
63,14.68963934,55.09845789,-2.36e-05,0.5080416299232396,356.0,99.42772694,256.57227306,174.0,-86.57227305810518,0.2613636065865781,-1.2141166786706451e-05
65,14.02974705,55.19803314,19.28662074,19.889066965530137,280.0540978,9.294821074,270.759276726,278.4967985,89.20197741276762,0.3154003921722052,9.922121998147958
76,14.68964452,55.09846615,0.0,0.5208435993281613,354.4,95.21467911,259.18532088999996,173.7647176,88.97939666003325,0.26795122920473363,0.0
77,14.68965384,55.09844753,0.0,0.511897268845413,354.4,94.75722698,259.64277302,174.0019425,88.7591693940891,0.2633487338437149,0.0
78,14.68963523,55.09844861,0.0,0.511897268845413,354.4,94.75916948,259.64083052,174.0,88.7591693940891,0.2633487338437149,0.0
79,14.68961904,55.09844538,0.0,0.511897268845413,354.4,94.75916948,259.64083052,174.0,88.7591693940891,0.2633487338437149,0.0
80,14.68964011,55.09844307,0.0,0.4806723501789574,354.4,93.103544,261.296456,174.0,87.10354400383478,0.24728488022376652,0.0
81,14.68964637,55.09846158,0.0,0.4806723501789574,354.4,93.103544,261.296456,174.0,87.10354400383478,0.24728488022376652,0.0
82,14.68964712,55.09845406,0.0,0.4806723501789574,354.4,93.103544,261.296456,174.0,87.10354400383478,0.24728488022376652,0.0
83,14.68963397,55.09845075,0.0,0.4379370633715341,354.4,95.78842201,258.61157799,174.0,89.7884219355934,0.22529944612178934,0.0
84,14.68964213,55.0984492,0.0,0.4379370633715341,354.4,95.78842201,258.61157799,174.0,89.7884219355934,0.22529944612178934,0.0
85,14.68963855,55.09846151,0.0,0.4379370633715341,354.4,96.09876684,258.30123316,173.6896552,89.7884219355934,0.22529944612178934,0.0
86,14.68964209,55.09845081,0.004267718,0.40596784809167596,353.2792781,96.62702359,256.65225451000003,173.9708873,-89.40208900512374,0.20912101653430584,0.0021955540693486984
88,13.99769932,55.2092022,18.75165422,19.151410035077028,279.4465379,13.90447563,265.54206227000003,277.4469239,83.54244828809323,0.2136614857663015,9.646905144562197
95,12.56687438,55.34436982,17.9769287,18.24228825076596,122.4503087,162.2138365,39.76352780000002,121.1758621,-76.61030143546685,0.1443095089910675,9.248342782179236
96,13.03425371,55.22573482,19.11743509,19.43335113434478,101.3697654,169.6553369,68.2855715,99.87948136,-69.77585554560757,0.16445275486645677,9.835083388208664
97,13.59152267,55.18002273,19.1925854,19.539225272013915,97.51931998,177.6050641,80.08574411999999,95.7962963,-86.5986396275651,0.17878440311242158,9.873744932606234
100,14.68964998,55.09846655,0.0,0.42630969373636995,8.3,92.42146025,84.12146025,173.7407407,86.16220099313176,0.21931767349334805,0.0
101,14.68965181,55.09844507,0.0,0.4588136853263548,8.3,92.58997366,84.28997366,173.5862069,86.17618055482434,0.23603955413435274,0.0
102,14.68964758,55.09845008,0.0,0.4588136853263548,8.3,92.17618055,83.87618055,174.0,86.17618055482434,0.23603955413435274,0.0
103,14.68963473,55.09846254,0.0,0.4588136853263548,8.3,92.17618055,83.87618055,174.0,86.17618055482434,0.23603955413435274,0.0
104,14.68965432,55.09844282,0.0,0.47877300859600036,8.3,92.25409837,83.95409837,174.0,86.25409837427979,0.24630775213293568,0.0
105,14.68966235,55.09845287,0.0,0.47877300859600036,8.3,92.63871376,84.33871376,173.6153846,86.25409837427979,0.24630775213293568,0.0
106,14.68964721,55.09845187,0.0,0.47877300859600036,8.3,92.46963284,84.16963284,173.7844655,86.25409837427979,0.24630775213293568,0.0
107,14.68963331,55.09844836,0.0,0.4560399843371459,8.3,90.12759463,81.82759463000001,173.380516,83.50811066749337,0.23461260640865617,0.0
108,14.68963432,55.09845739,0.0,0.4560399843371459,8.3,89.50602942,81.20602942000001,174.0020813,83.50811066749337,0.23461260640865617,0.0
109,14.68964056,55.09847459,0.0,0.4560399843371459,8.3,89.89665195,81.59665195000001,173.6114587,83.50811066749337,0.23461260640865617,0.0
111,14.23398922,55.17358261,18.60598911,19.01267739551457,287.8299456,28.39252854,259.43741706,286.1066973,77.71416875079909,0.24100875832426263,9.571966822718387
112,13.69994516,55.21630691,18.62767296,19.02739165142007,273.2278728,11.90127846,261.32659434,271.7886998,79.88742131253402,0.2112158508325104,9.583122214219571
113,13.16675844,55.24548205,17.4062069,17.740696423915207,276.6455012,7.967522332,268.677978868,275.2119484,87.24442606481341,0.17437782058433596,8.954731402407656
123,14.68965119,55.09845175,0.0,0.583971810656823,1.6,86.85141435,85.25141435,173.7333333,80.584747685134,0.3004279301660783,0.0
124,14.6896535,55.09846647,0.0,0.5110190303502727,1.6,95.79242335,94.19242335000001,173.6551724,89.44759568155038,0.2628969185874435,0.0
125,14.68965104,55.09844763,0.0,0.5110190303502727,1.6,95.44759577,93.84759577000001,174.0,89.44759568155038,0.2628969185874435,0.0
