,Unnamed: 0,Time,LON,LAT,Temperature above oceans,Air density above oceans,Max wave height,Swell period,Wind wave period,Wave period,Sea surface temperature,Combined wind waves and swell height,Swell height,Wind wave height,Surface pressure,Draught,Width,Length,SOG,COG,Heading,Wind Speed,Current Speed,True Wind Direction,True Current Direction,True Swell Direction,True Wind Wave Direction,True Wave Direction,True North Wind Direction,True North Current Direction
807,807,2021-04-02 01:00:00,13.57949117,55.17926143,274.5313721,1.271099091,4.38705349,6.919694901,5.787757874,5.892641068,276.9140625,2.369383335,0.716186523,2.257080078,100445.3125,5.109687353,24,158,18.677049,98.81773477,96.14866253,12.0682685,0.273130506,142.4178634,169.7522432,22.270649,25.43739696,21.40447612,58.56652590318765,-73.60358069417921
808,808,2021-04-02 02:00:00,14.12571179,55.13656234,275.0532227,1.270132065,4.471777439,6.859420776,5.55582428,5.978095055,277.1625977,2.317378283,1.007385254,2.030761719,100557.3125,5.109923171,24,158,18.81475428,98.46037659,96.80616788,12.68093237,0.256838651,138.3082194,172.0372024,11.35546084,36.08517484,24.56639127,55.11438733073254,88.84337025686229
809,809,2021-04-02 03:00:00,14.58513618,55.09613373,275.1577759,1.271912575,4.702689171,6.961549759,5.799232483,5.966722488,277.1523438,2.43900609,0.917053223,2.259399414,100583.3125,5.110190088,24,158,13.07085954,135.9750451,104.4716981,12.50255251,0.253595717,126.966953,161.2038753,7.411114387,47.03768093,40.24566967,51.43865114126796,85.67557341055574
821,821,2021-04-02 15:00:00,14.4554209,55.13782095,274.0592957,1.291288376,2.595347404,6.134455681,4.13150692,5.274324417,277.1523438,1.361783504,1.02545774,0.891723633,101791.875,5.023680413,24,158,18.05460537,287.9803295,285.5103189,8.116320428,0.135618534,44.76806174,8.84648559,124.4091261,137.0761297,130.4796865,60.7422572091012,-65.64319546050469
822,822,2021-04-02 16:00:00,13.98902182,55.20688202,273.84021,1.292744637,2.192415953,5.931037903,3.43619442,5.189277649,277.1640625,1.154229879,0.917602539,0.655761719,101921.25,5.015067993,24,158,18.27845316,276.4532846,275.4044944,7.868147197,0.116582769,31.20065281,14.40589909,143.5054139,153.5502252,149.4102334,64.20384157393588,-70.18960652631726
823,823,2021-04-02 17:00:00,13.32206347,55.23949887,273.4949341,1.292851448,1.926258564,5.802729607,3.688025475,4.644733429,276.7353516,1.023041725,0.686889648,0.757080078,101932.375,5.017344504,24,158,18.22440719,274.5609576,274.47557,7.674654605,0.103735368,26.05714651,32.42042603,145.7491843,165.9222724,156.8404853,68.41842351917978,-53.104003938053786
824,824,2021-04-02 18:00:00,12.90229371,55.26681974,273.2670898,1.294988632,1.789484262,5.597743988,3.630042076,4.43860054,276.5717773,0.946721971,0.601928711,0.727294922,101995.375,5.016934249,24,158,17.1255814,283.3006864,283.3023256,7.995040951,0.105814988,32.97164265,91.01966335,142.324803,158.7946135,151.4969527,70.33068292850206,14.321988929850123
825,825,2021-04-02 19:00:00,12.4893055,55.39062181,271.3425903,1.308003426,0.889994919,4.013525009,2.668616295,3.222704887,275.4810791,0.477394223,0.305389404,0.366577148,101985.8125,5.01717772,24,158,16.05572423,304.9356511,303.7906198,5.921479107,0.016703624,59.08236661,137.205142,157.4854422,122.3809653,136.0210029,64.70825315435593,
828,828,2021-04-02 22:00:00,12.25103334,55.44986907,270.6023254,1.311369896,,,,,275.5148926,,,,101931.625,5.020367131,24,158,8.316604135,177.8014174,106.6147857,5.021513545,0.016703624,138.7026929,25.61902393,,,,65.3174786302109,
829,829,2021-04-02 23:00:00,12.58384633,55.33215147,270.7818604,1.312179565,0.920964062,3.894227982,2.745276451,3.19542408,275.7886963,0.494131029,0.300979614,0.388244629,102077.625,5.020459217,24,158,17.46617034,124.3617942,122.3548674,5.930681677,0.146567243,130.781934,126.3505642,21.56051768,49.40831889,39.73697032,73.13680135017587,-3.995696843565992
830,830,2021-06-02 00:00:00,12.91096035,55.23616197,272.0124512,1.307836533,2.548842907,4.512400627,4.302405357,4.312693596,276.5465088,1.31799674,0.27759409,1.288085938,102413.875,5.342172619,24,158,19.33023252,105.8654926,104.3723406,9.980855932,0.181797423,145.2103902,141.2319355,17.06963026,26.87138689,25.51021136,69.5827307521455,-36.859594974815494
831,831,2021-06-02 01:00:00,13.5554165,55.16905877,272.3918457,1.305933952,2.575171471,4.482688904,4.272620201,4.282296181,276.8564453,1.330161095,0.250366151,1.306396484,102360.1875,5.380438595,24,158,19.92411576,96.77693507,94.54594923,9.732727198,0.15813465,153.3689214,163.205175,0.118456595,23.21737409,23.03808332,67.91487067357784,-68.65922579258806
832,832,2021-06-02 02:00:00,14.07332917,55.14032893,273.0134277,1.305297852,2.470054388,4.810495377,4.17850399,4.450873375,277.0075684,1.273298264,0.412774682,1.166137695,102426.625,5.382382019,24,158,19.71631206,94.86453901,93.28191489,9.993939649,0.219467884,154.4516873,164.5709758,21.42897147,31.13457603,29.56261176,67.73360216825161,77.85289072700625
833,833,2021-06-02 03:00:00,14.56813784,55.09972135,273.083252,1.304358482,2.827877998,5.132033348,4.630042076,4.680102348,276.994751,1.45474267,0.410986364,1.393493652,102383.9375,5.378920316,24,158,14.41372141,136.800597,107.5904366,9.882061164,0.165366464,135.4201648,153.4391162,85.68668331,50.67982258,52.77175678,63.01060141059832,81.02955282723978
845,845,2021-06-02 15:00:00,14.47322223,55.13232526,273.0124512,1.306606293,2.877502441,5.620926857,4.818762779,4.936966896,276.994751,1.495170832,0.537951827,1.391479492,102415.3125,5.289387239,24,158,17.936689,285.485152,283.8408545,9.853765507,0.214120944,37.61271613,1.295288683,100.9412729,138.480488,134.338894,66.22813836307783,-77.45443419040843
846,846,2021-06-02 16:00:00,13.95408912,55.21776265,272.9995117,1.306375504,2.721387386,5.290330887,4.366248131,4.851854324,277.0075684,1.409375906,0.537649274,1.235229492,102444.25,5.289779198,24,158,19.55105376,278.4651408,277.2026266,9.847066243,0.212282504,29.58590612,1.490120635,127.4114366,148.3618799,148.5364328,67.61672051886028,-81.30725272292408
847,847,2021-06-02 17:00:00,13.37763366,55.24259175,272.8596191,1.306207657,3.02984643,4.861633301,4.718176842,4.729553223,276.8564453,1.572084904,0.306045949,1.540527344,102407.3125,5.289170702,24,158,19.44640776,272.4846366,270.7517857,9.855821998,0.189010001,21.11278579,36.83030338,148.0413471,161.1939464,160.4984584,69.63899992115556,-52.417910909768665
848,848,2021-06-02 18:00:00,12.83160201,55.28249121,270.405365,,,,,,,,,,102464.3125,5.28907669,24,158,18.89146341,289.1350215,287.6566523,8.332255261,0.127705705,43.98666043,63.00750414,,,,63.669991854957445,-9.335843566243904
849,849,2021-06-02 19:00:00,12.41008746,55.42109649,270.270752,1.322245598,1.953753948,4.730197906,3.759436607,3.897312164,275.5998535,1.01755476,0.320130527,0.961242676,102415.375,5.290152186,24,158,15.86043949,297.1662395,295.301467,9.054206504,0.016703624,51.875071,145.6942948,178.8074045,134.8998498,140.1305017,63.42639600095957,
853,853,2021-06-02 23:00:00,12.49360522,55.36709349,269.6069031,1.323879242,2.200875759,4.930449486,3.86575985,4.022316933,275.4853516,1.142463923,0.361456335,1.077026367,102306.25,5.288204821,24,158,17.2703139,126.5976868,124.4913999,9.574948306,0.016703624,117.4147005,43.49563813,5.625639114,58.52438942,52.06253639,61.9061004580278,
854,854,2021-07-02 00:00:00,12.728785,55.28830495,269.5587769,,,,,,,,,,102332.125,5.607745585,24,158,18.9638468,115.9424811,113.9563696,9.000728998,0.23591515,129.5722663,146.9003298,,,,63.52863596909068,-32.94396016348916
855,855,2021-07-02 01:00:00,13.22860982,55.21223554,272.5650635,1.30137825,3.640911579,5.606287003,5.003699303,5.039050102,276.6027832,1.887330532,0.41607058,1.838012695,102191.375,5.628349827,24,158,19.96609337,101.0578083,98.86712141,10.79854002,0.22059581,168.4579312,144.7264354,64.54007979,11.59249373,13.82749434,87.3250525834391,-45.85931393871808
856,856,2021-07-02 02:00:00,13.86739682,55.16310244,272.6036377,1.301260948,3.284904242,5.653814316,4.501502037,5.056377411,276.8508301,1.705319643,0.642926097,1.473388672,102193.8125,5.644454056,24,158,20.60768121,94.69376313,93.31428571,11.08568009,0.182445653,176.1728064,143.3219966,43.50186201,4.46340986,5.247040231,-82.85852070075002,-50.00771085355379
857,857,2021-07-02 03:00:00,14.44170515,55.1107869,272.3082886,1.305620193,3.426729918,5.645493507,4.958167076,5.046859741,276.9508057,1.767042875,0.624597251,1.650634766,102177.1875,5.652027704,24,158,19.38984196,97.88638224,96.35241334,10.87665708,0.176774562,176.159211,141.6256498,56.19728486,2.879734198,7.448925177,-79.80679769399453,-45.27323644670367
866,866,2021-07-02 15:00:00,14.4724098,55.12400568,272.6928711,1.298788071,4.22873497,5.623228073,5.397864342,5.413511276,276.9508057,2.166100502,0.497808933,2.105224609,101812.9375,5.47143523,24,158,17.60716321,285.1814369,282.0357831,12.47865454,0.183209594,17.01655294,10.22315132,171.7104327,161.8453052,161.8392932,85.01923014399941,-67.74106559016231
867,867,2021-07-02 16:00:00,13.99632568,55.20977634,272.6547852,1.297829628,4.24673605,5.952453613,5.520545006,5.567443848,276.9213867,2.17981267,0.54384166,2.104125977,101811.75,5.472857778,24,158,18.82948207,282.149173,280.54584,12.92754486,0.203724259,16.3854672,6.771039611,173.7252299,164.6675084,166.3279241,84.16037275097341,-72.6831204382896
868,868,2021-07-02 17:00:00,13.35854676,55.24866152,272.875,1.29642868,4.316400051,5.69879818,5.554114342,5.559760094,276.6027832,2.28653264,0.381194353,2.253662109,101738.25,5.476209627,24,158,18.65607143,274.3780694,273.1384116,12.81520011,0.235101192,10.47560279,38.85936081,162.3179312,174.7789468,174.8577279,82.66280880039018,-48.002227603737275
869,869,2021-07-02 18:00:00,12.91442304,55.2691651,273.0861816,1.296924591,4.591691971,5.612810135,5.600989342,5.601091385,276.4599609,2.380658627,0.36337626,2.352783203,101752.5,5.473670734,24,158,17.5854988,280.5644885,278.9135291,12.86819665,0.176858233,17.59044948,54.13229162,159.6553275,168.9002832,169.0740502,81.32307962446833,-26.95417927545312
870,870,2021-07-02 19:00:00,12.48677166,55.39068844,271.7119141,1.305981636,3.067744255,5.779906273,4.505408287,4.621336937,275.4853516,1.584638238,0.401930988,1.528808594,101745.375,5.468207411,24,158,16.54353497,304.3195194,302.9833333,11.54847261,0.016703624,53.96424195,138.0124285,172.7365377,135.3414195,138.9004252,69.01909139031642,
874,874,2021-07-02 23:00:00,12.4294932,55.39701424,271.8829346,1.30229187,3.273049593,5.771613121,4.626379967,4.719733238,275.3204346,1.685511827,0.383117616,1.636352539,101602.5625,5.557017613,24,158,17.01437157,124.4288735,123.3427135,11.70997183,0.016703624,127.6964655,42.34695172,10.90185436,43.33269612,40.38127247,71.03917899725162,
875,875,2021-08-02 00:00:00,13.03591279,55.21325782,273.0640869,1.294330597,5.946584702,6.001835823,6.103919029,6.102665901,276.3084717,3.073458433,0.327148378,3.056152344,101534.125,5.11158207,24,158,18.58554688,102.7930088,101.1249772,14.64210127,0.327172289,163.2866392,150.4926119,5.684860105,16.07260907,15.9906236,84.4116164599139,-49.36763466110318
876,876,2021-08-02 01:00:00,13.68185005,55.16289439,272.8410645,1.293728828,5.619343281,6.726207733,6.288489342,6.357796669,276.6911621,2.965052843,0.590148866,2.880615234,101480.625,5.110293188,24,158,17.88773619,96.43619498,94.40003428,15.07778289,0.30092325,168.8750425,159.4371904,17.70652547,11.0976356,10.21157298,83.27507681005427,-65.03715612340399
877,877,2021-08-02 02:00:00,14.09911772,55.13654199,272.5481567,1.295272827,6.197406769,6.583114624,6.47159481,6.54961586,276.7745361,3.187403679,0.666223228,3.086669922,101471.375,5.111027703,24,158,17.66119349,98.33946961,96.8059166,15.08670575,0.343721347,163.4494569,174.2031807,34.26482315,15.74189072,14.07347946,80.25537350383759,-88.9909027995799
878,878,2021-08-02 03:00:00,14.55170648,55.09531251,272.161438,1.296160698,6.501001835,6.542218208,6.573889732,6.574075699,276.8347168,3.345850706,0.541442931,3.301635742,101360.75,5.1094013,24,158,14.02881858,107.2019046,96.1300613,15.33258584,0.298750753,164.8695222,177.0054558,17.79427037,16.65571895,16.42965236,80.99958353880513,-80.87539453627952
887,887,2021-08-02 15:00:00,14.59418818,55.10259059,272.152832,1.289984703,7.12088728,6.814387321,7.052921295,7.047197342,276.8347168,3.698143005,0.568847597,3.653869629,100893.625,5.467462041,24,158,14.75929558,257.2232702,269.8538717,15.89720445,0.31990491,17.51200633,6.311996561,142.1545462,167.2405649,167.8571115,72.34186540730835,-83.8341317005617
888,888,2021-08-02 16:00:00,14.21618404,55.18883278,272.2993164,1.288303375,6.552149773,7.275224686,6.813248634,7.035280228,276.8071289,3.412242413,0.841155946,3.239013672,100916.4375,5.466809935,24,158,18.63681997,286.7395616,284.5019231,15.68058028,0.360164175,33.38030409,16.1742533,171.2979665,151.0752559,154.101089,71.12161898733252,88.32766977868125
889,889,2021-08-02 17:00:00,13.75349934,55.22743823,272.4121094,1.287680626,5.995147228,7.531563759,6.797354698,7.014300346,276.6911621,3.205644608,0.774261653,3.043518066,100849.1875,5.470036747,24,158,19.95398213,275.6385477,273.5834851,15.34710536,0.353289317,23.28541644,0.863858862,157.428204,162.294292,165.520885,70.29806865324807,-87.28037377114052
890,890,2021-08-02 18:00:00,13.11215197,55.26035834,272.388916,1.286976814,6.084313869,6.685997963,6.752335548,6.753182411,276.3084717,3.236886024,0.47589922,3.201171875,100863.3125,5.464729164,24,158,19.66237186,274.9055865,273.2274315,14.36109366,0.016703624,23.35377471,167.7683303,154.62593,162.3231667,162.9740761,69.87365675525926,
891,891,2021-08-02 19:00:00,12.58552498,55.35345429,271.1428223,1.297391891,3.266700745,6.658977509,4.609045982,4.919131279,275.3204346,1.695570707,0.52154851,1.6015625,100930.25,5.466183632,24,158,18.82418876,302.6412595,301.0017182,10.9632829,0.325084693,63.07781334,18.55361544,177.8322891,124.1672881,130.7700713,57.9239048756135,-40.44466635153878
892,892,2021-08-02 20:00:00,12.24584649,55.45636742,270.2033691,1.297851563,,,,,274.9379883,,,,100788.625,5.473004572,24,158,8.204141321,283.609347,201.6650602,9.4222189,0.016703624,31.9306364,120.6692985,,,,53.59569663865865,
895,895,2021-08-02 23:00:00,12.39817442,55.40929858,270.8139648,1.299933434,3.010106802,6.363214493,4.435706139,4.719315529,274.8548584,1.562873125,0.538635194,1.463195801,100836.6875,5.376956073,24,158,16.21632231,119.1163893,117.4082096,11.27679933,0.016703624,104.2550282,36.41244777,0.07994723,64.70479464,56.65912509,41.663237718201565,
896,896,2021-09-02 00:00:00,12.9616149,55.23712773,272.6376953,1.285516739,4.980576038,6.776158333,6.394690514,6.414341927,276.166748,2.638364315,0.559570253,2.577392578,100730.25,5.452997032,24,158,19.16010199,102.3009741,100.1588237,13.59429458,0.285556155,139.6315434,165.559707,10.33747602,28.57880664,27.26847339,59.79036709816209,-65.40088326191453
897,897,2021-09-02 01:00:00,13.53518732,55.18861427,272.7946777,1.28328228,5.065261841,6.90442276,6.635169983,6.680545807,276.3925781,2.756066799,0.514404237,2.701660156,100639.5625,5.473072341,24,158,19.47194367,98.32645918,96.66063186,14.17725097,0.279217726,152.8370503,177.2759915,13.56332139,21.33964797,21.39486953,69.49768216075482,-86.0633766602466
898,898,2021-09-02 02:00:00,14.08190062,55.13470385,272.8894043,1.283499718,5.633136749,7.089585304,6.534950256,6.929401398,276.5882568,2.957900524,0.929626405,2.70916748,100695.5625,5.472522928,24,158,19.13825623,102.8679052,101.4350098,14.38244706,0.302063926,151.1041477,159.2206902,0.34768378,27.05755316,23.79617011,72.53915755238374,80.65570003264044
899,899,2021-09-02 03:00:00,14.56208769,55.09048206,272.848877,1.282950401,6.043884277,7.146010399,6.950111389,6.978672981,276.6721191,3.176227331,0.727419019,3.086791992,100628.0,5.476917616,24,158,13.97219731,129.921556,102.9243417,14.87806491,0.26015292,150.40457,170.5183788,12.55916076,27.83832793,27.87198882,73.32891171820332,-86.55727950509643
908,908,2021-09-02 15:00:00,14.50274194,55.12908119,272.6777344,1.287789345,4.548316956,7.473089218,6.162513733,6.425161362,276.6721191,2.397140265,0.895623863,2.199279785,100788.6875,5.37729714,24,158,16.9857685,293.0892438,274.9278937,12.12969655,0.20263758,30.9706962,15.51318913,154.0747384,150.648858,150.4157571,63.95719753362782,79.4147046076057
909,909,2021-09-02 16:00:00,13.99985346,55.20352454,272.4282227,1.290525436,3.999406815,7.380257607,5.421302795,6.306060791,276.5882568,2.106199741,1.051214695,1.72442627,100910.3125,5.382180443,24,158,19.46344464,277.0292944,274.6221441,11.63598475,0.229732392,35.26283858,20.55351392,171.1974512,145.2581812,153.0205942,59.35930552954163,74.06863019565024
910,910,2021-09-02 17:00:00,13.44236062,55.23294604,271.9399414,1.293160439,3.591689587,6.943743706,5.621253967,5.812441826,276.3925781,1.943674684,0.632086277,1.832519531,100923.5625,5.379365578,24,158,19.42859649,274.606836,272.8034474,11.66356811,0.177666317,40.57940585,8.270428758,177.7291982,147.9556468,150.1775249,52.224041584187916,84.53301867193723
911,911,2021-09-02 18:00:00,12.88858571,55.26854417,271.307373,1.294015884,3.665633202,6.339626312,5.365394592,5.448266029,276.166748,1.91462636,0.539026141,1.8359375,100981.9375,5.379124913,24,158,17.8985187,284.411628,282.0533731,11.5563426,0.069939339,57.60548601,24.64722801,168.1331961,133.6736777,136.4614813,44.44788708642169,-53.299398892959374
912,912,2021-09-02 19:00:00,12.46829359,55.39769566,269.9694824,1.30439949,2.081252575,5.028710365,3.926062584,4.026412964,274.8548584,1.087095499,0.312852263,1.040588379,101074.9375,5.38098876,24,158,15.78541262,304.4531545,301.622839,9.157827889,0.016703624,80.87073652,139.3729228,153.251215,99.18943215,102.0126591,40.75210243937914,
916,916,2021-09-02 23:00:00,12.46235554,55.38395226,269.2703857,1.310013771,2.186419964,4.893782616,3.952307701,4.020689011,274.7470703,1.139811039,0.297064424,1.100036621,101101.8125,5.380450315,24,158,17.40442129,125.6575978,124.5765498,9.405592278,0.016703624,95.34731507,43.58078802,28.62267713,84.84090833,82.31788282,39.92386487908117,
917,917,2021-10-02 00:00:00,13.06545187,55.23170442,270.6412964,1.298589706,3.760364056,6.092282295,5.20572567,5.256833076,275.9984131,1.953560114,0.468017757,1.896728516,101063.0,5.375598298,24,158,18.0542432,97.63719013,97.71173916,11.925025,0.196472073,120.2676695,161.6599596,1.562027551,50.33561001,48.10685024,37.97940869783301,79.37169876460442
918,918,2021-10-02 01:00:00,13.61124059,55.1968944,271.0910034,1.297301292,3.353795767,6.150652885,4.79581356,5.466960907,276.2169189,1.792476177,0.658046007,1.564697266,100939.0,5.379449928,24,158,17.68703597,96.01764832,96.47223076,11.57999258,0.220242579,123.1697297,148.9863127,7.513048026,45.48761162,44.24453911,39.6419604277913,65.45854348236965
919,919,2021-10-02 02:00:00,14.11414662,55.14160608,271.6207886,1.293922424,3.189562798,6.667043686,4.779089928,5.80547142,276.2774658,1.679456949,0.999320149,1.17578125,100941.5625,5.378299593,24,158,17.46903595,104.375786,104.9150646,10.45879653,0.181001507,126.3551331,140.8975987,27.43911249,57.96120722,46.52041513,51.270197789218315,65.81266337321435
920,920,2021-10-02 03:00:00,14.54655654,55.09542111,271.7160645,1.291408539,3.280493498,6.70147419,4.60819149,5.926327705,276.5509033,1.731843114,1.097399712,1.16192627,100818.0625,5.376265228,24,158,14.40410678,114.2195546,104.4497638,9.565315077,0.109057352,143.7163966,143.8355804,42.40190078,39.32569457,46.93926956,68.16616041190107,68.28534418072762
929,929,2021-10-02 15:00:00,14.43138226,55.14530649,271.9003906,1.296648026,3.204952478,6.002481461,5.215003967,5.305228233,276.5509033,1.674319386,0.507809818,1.588134766,101322.8125,5.016135645,24,158,18.23005425,293.0965124,290.2895147,10.785999,0.167552961,68.02824897,32.24520275,145.1206568,117.938154,120.6793345,42.26126575353075,78.04431198267022
930,930,2021-10-02 16:00:00,13.92715036,55.22205872,271.7907715,1.29881382,2.870480299,5.857451439,4.507362366,5.240031242,276.2774658,1.498785615,0.657872081,1.252349854,101503.6875,5.02053569,24,158,17.91237105,275.3837169,273.3127017,10.00574422,0.198527746,59.74515126,34.50969224,166.3060193,126.6910215,140.0733076,33.567550395705304,58.803009422235334
931,931,2021-10-02 17:00:00,13.41985181,55.24427137,271.1896973,1.30215168,2.802082539,5.689458847,4.678138733,4.833550453,276.2169189,1.467978954,0.536533296,1.360351563,101585.4375,5.023634617,24,158,17.63910772,273.3197169,269.9056288,9.523453033,0.152141553,67.08603802,38.19745287,177.7863192,129.0561022,135.5764498,22.819590733270477,51.70817587972118
932,932,2021-10-02 18:00:00,12.90541485,55.27237364,270.6293945,1.304536819,2.67134285,5.597153664,4.428641319,4.650132179,275.9984131,1.396783233,0.545081377,1.27734375,101738.0,5.020911114,24,158,17.54369287,282.3720382,279.7770931,9.166162503,0.047315234,81.16066508,29.88333745,164.0172337,112.8803318,121.1207226,18.616428025641866,-50.339569440410415
933,933,2021-10-02 19:00:00,12.47252846,55.40012655,269.2180176,1.317043304,1.359626055,4.163547516,3.328715324,3.449924469,274.7470703,0.722627997,0.272505641,0.668212891,101823.1875,5.016953436,24,158,16.66473889,302.3223923,300.5313336,6.988984313,0.016703624,101.8659494,140.4644282,131.9728321,82.5228809,87.68254315,18.665384137772758,
936,936,2021-10-02 22:00:00,12.27983502,55.44317305,267.6037598,1.324175835,,,,,273.8417969,,,,101945.8125,4.93205243,24,158,10.47841709,169.9276961,109.7132353,5.439769446,0.016703624,92.11739002,28.7174735,,,,21.830625314338565,
937,937,2021-10-02 23:00:00,12.62669141,55.31096017,267.6325684,,,,,,,,,,102160.3125,4.931607604,24,158,17.15318924,124.1718924,123.2413767,6.735257641,0.110558073,80.26375265,146.5712596,,,,23.505129341493294,-23.329882881269647
938,938,2021-11-02 00:00:00,12.58949545,55.33110431,267.8352051,1.329557419,1.326262355,4.151498795,3.297584534,3.434980392,274.3726807,0.702833951,0.27681905,0.645141602,102181.5625,5.19959916,24,158,17.65805085,125.5167343,124.6551127,6.447864173,0.110558073,81.48658587,147.9849955,90.55987873,100.3332361,98.78067532,26.141698521432694,-23.329882881269647
939,939,2021-11-02 01:00:00,13.02679022,55.2242166,268.7007141,1.31998539,2.599522829,5.712517738,4.45572567,4.6519804,275.7521973,1.359687328,0.485595703,1.264404297,102241.8125,5.199684662,24,158,18.03140878,102.2629306,100.9562547,8.597231564,0.115090921,103.3574944,125.405407,32.96066447,70.39133234,65.45848246,24.313749102245946,46.36166167187173
940,940,2021-11-02 02:00:00,13.61594025,55.17245641,268.8825684,1.321868896,2.830849171,6.157729149,4.697424889,4.905250549,276.0253906,1.496479988,0.550292969,1.389160156,102209.875,5.199670105,24,158,18.16802182,95.96637837,95.34502945,9.523859878,0.185074328,106.2757271,132.3979251,19.80033645,64.06393585,58.67752227,21.620756521511833,47.742954570670356
941,941,2021-11-02 03:00:00,14.11013208,55.1366307,270.1595154,1.318254471,3.07289052,6.216871262,4.582068443,5.333033562,276.1154785,1.595048189,0.728561401,1.348815918,102287.1875,5.199679245,24,158,18.15934833,98.96127643,97.28235314,10.34368651,0.205554602,109.2708811,138.8247518,29.73404381,67.08361123,55.31718514,26.553234211428723,56.10710493692972
942,942,2021-11-02 04:00:00,14.56158222,55.09610469,271.2061462,1.312800407,3.729290009,6.300274849,5.35459137,5.449604034,276.3997803,1.929492235,0.601583958,1.832519531,102220.9375,5.199700101,24,158,13.96882885,118.1615473,103.5806652,10.95042799,0.184246867,109.2060769,129.120599,48.72634851,67.12457239,65.73141825,32.786742097918925,52.70126425541519
954,954,2021-11-02 16:00:00,14.439844,55.1369042,271.4190979,1.32185173,3.23227644,6.659265518,5.024879456,5.366455078,276.3997803,1.688645124,0.742851198,1.510650635,102948.625,5.289844442,24,158,18.38483802,287.9376213,285.6038552,10.1328992,0.165729609,84.78865625,48.75621457,150.3540916,103.3947028,112.1665801,20.815198980446198,56.84764065411594
955,955,2021-11-02 17:00:00,13.98207444,55.2125433,270.4679565,1.328551292,2.649081707,6.377615929,4.253395081,5.251639366,276.1154785,1.387680531,0.730975389,1.120391846,103136.5,5.289026346,24,158,18.47621548,279.6703042,277.8835992,9.435326929,0.187932906,78.73960128,44.91767516,155.0568457,109.7403651,126.77415,19.1439979175835,52.96592404300921
956,956,2021-11-02 18:00:00,13.26058399,55.2520292,269.0983887,1.332696915,2.4999156,6.134409904,4.409339905,4.648008347,275.9261475,1.303010941,0.480540574,1.210205078,103195.8125,5.290032818,24,158,18.51567846,273.9885145,271.985901,8.968010771,0.016703624,67.5945294,169.0098608,167.6138839,122.1242866,127.8170814,24.391371573778088,
957,957,2021-11-02 19:00:00,12.85679951,55.27685767,267.0950317,,,,,,,,,,103328.0625,5.287433618,24,158,17.52881455,285.6990523,283.3001366,6.665196804,0.047995862,73.90661375,4.76567465,,,,29.393522893744606,-81.46553800518046
958,958,2021-11-02 20:00:00,12.45611908,55.4063144,267.2453003,1.348105431,1.258828878,4.05492878,3.190161705,3.319308281,274.3726807,0.670575738,0.2567541,0.618988037,103316.8125,5.287594726,24,158,15.47473609,301.497454,299.2163545,6.668455735,0.016703624,87.40362293,141.7794073,96.64133819,91.77598556,92.66179641,31.812731601411667,
961,961,2021-11-02 23:00:00,12.22631611,55.45493469,264.0767822,1.357797623,,,,,273.8684082,,,,103341.4375,5.230411207,24,158,5.369369489,201.9924483,107.6195652,4.773204827,0.016703624,103.816336,26.62380343,,,,31.43590124218269,
962,962,2021-12-02 00:00:00,12.52994432,55.34945648,265.8530579,1.35871315,1.206732035,4.043115616,3.17838192,3.322839737,274.3596191,0.64507854,0.261474609,0.589294434,103503.5,5.283876618,24,158,17.40895005,124.2955935,120.9752066,5.875183508,0.082725201,93.16390648,135.2345218,78.92285371,87.79659486,86.50536561,34.13911309754988,-14.259315164317291
963,963,2021-12-02 01:00:00,12.98274962,55.23376199,267.4640503,1.341837883,2.437036991,5.90875721,4.421301842,4.683427811,275.6340332,1.278331041,0.51953125,1.165039063,103526.5625,5.286413271,24,158,18.65252168,102.4445704,99.36409631,7.62440039,0.060218163,115.1709843,150.8627294,30.16269556,59.97420755,54.83956781,34.53508061409477,70.22682573384678
964,964,2021-12-02 02:00:00,13.60214254,55.17384092,267.8291626,1.341872215,2.667448997,6.314605713,4.691565514,5.012627602,275.8648682,1.413861275,0.620245397,1.267578125,103463.3125,5.291457417,24,158,18.79836955,98.22912628,95.34410094,8.111881662,0.141229691,114.6193784,141.4075598,23.84069823,56.40351866,50.37819289,29.96347935802103,56.751660757055866
965,965,2021-12-02 03:00:00,14.08318701,55.13440729,269.2799072,1.336688995,2.846313953,6.380815506,4.374915123,5.436869621,275.871582,1.486838222,0.822717309,1.161132813,103466.4375,5.290097634,24,158,18.77834593,99.62288649,95.74826073,8.755131282,0.174250196,108.8679689,140.6335976,28.70291924,66.3832972,50.00886177,24.616229596383114,56.38185836166506
966,966,2021-12-02 04:00:00,14.55802147,55.09474968,270.9022217,1.330051422,3.327973843,6.562651634,5.138586998,5.457585335,276.2050781,1.735021114,0.782581866,1.540771484,103375.1875,5.290523225,24,158,14.21616658,115.1757548,97.68156745,9.750249617,0.168128632,107.474965,133.9374966,28.83432318,68.5982392,60.76486899,25.15653243749028,51.61906409100713
975,975,2021-12-02 16:00:00,14.49099931,55.1209815,271.6477966,1.326493263,2.205892563,5.834241867,3.873512268,4.490479469,276.2050781,1.145835876,0.640335083,0.947723389,103558.5,5.290160603,24,158,16.51831052,287.0339617,282.6324189,8.479763033,0.151299308,115.9327054,108.2707337,124.9868171,65.55361629,82.6832893,-13.300286521339872,-5.638314878081918
