,Unnamed: 0,Time,LON,LAT,Temperature above oceans,Air density above oceans,Max wave height,Swell period,Wind wave period,Wave period,Sea surface temperature,Combined wind waves and swell height,Swell height,Wind wave height,Surface pressure,Draught,Width,Length,SOG,COG,Heading,Wind Speed,Current Speed,True Wind Direction,True Current Direction,True Swell Direction,True Wind Wave Direction,True Wave Direction,True North Wind Direction,True North Current Direction
6281,6281,2021-10-15 19:00:00,12.46468049,55.3977606,283.7050781,1.236356735,1.375641227,4.363019943,3.264685631,3.378984451,285.8519287,0.723768592,0.212248325,0.690551758,101111.4375,5.47389771,24,158,15.26171007,304.6402777,302.8314364,8.647631757,0.044514997,162.1644802,114.6525314,66.95397971,18.13179038,21.58299278,-75.00408338142968,57.483967791209295
6284,6284,2021-10-15 22:00:00,12.24568936,55.45134474,281.7246094,1.241352081,,,,,285.5153809,,,,101157.9375,5.409123485,24,158,7.311447006,169.3782548,108.3253589,7.268156857,0.016703624,1.043262267,27.32959706,,,,-72.71790341505475,
6285,6285,2021-10-15 23:00:00,12.55903025,55.34398432,282.6525879,1.242173195,1.617226481,4.286968231,3.542030334,3.596294403,285.706543,0.845548391,0.210388124,0.818237305,101322.25,5.37847129,24,158,17.79951225,121.7178717,120.2687957,8.67783691,0.016703624,15.12614046,39.27303391,141.2565949,162.438083,161.425052,-74.8573447602913,
6286,6286,2021-10-16 00:00:00,13.01791984,55.23722969,283.2214355,1.240046501,2.85917592,4.618977547,4.419593811,4.42488575,286.15271,1.471077323,0.236450136,1.451904297,101398.8125,5.373584917,24,158,18.2749499,100.2727231,98.5191315,10.41434505,0.016703624,9.97019329,17.52336971,174.1957367,171.429715,171.4538239,-71.51067520393131,
6287,6287,2021-10-16 01:00:00,13.64747401,55.18197789,283.3288574,1.240598679,2.605424881,4.90734005,4.165687561,4.391348839,286.1445313,1.33944726,0.301269531,1.284912109,101359.1875,5.383149541,24,158,18.39226361,98.82120611,96.12863927,10.68603737,0.016703624,12.89258847,15.13287748,171.5724105,172.6886673,176.7024308,-70.9787722540098,
6288,6288,2021-10-16 02:00:00,14.0984048,55.14234451,283.2695313,1.240125656,2.846003294,5.275445938,4.363441467,4.601007462,286.1445313,1.456174612,0.362213135,1.390991211,101394.5,5.377738697,24,158,18.32655663,100.0824639,97.79558349,10.6728638,0.148254825,11.51065678,159.9011314,149.616709,174.5458887,179.0118616,-70.69375973100027,77.69671484894202
6289,6289,2021-10-16 03:00:00,14.55358584,55.09666918,283.4660645,1.23905468,3.308712482,5.416667938,4.841468811,4.872844696,286.1274414,1.689083099,0.379394531,1.645568848,101341.25,5.379632791,24,158,14.08513757,108.8880157,98.00274325,11.21794279,0.070955799,11.67938145,38.50942543,146.0570865,174.8980069,176.2673307,-70.3178752875404,59.49331782836159
6298,6298,2021-10-16 15:00:00,14.43607494,55.126713,285.0327148,1.237915993,3.646888256,5.385872841,5.10013485,5.111214638,286.1274414,1.870234013,0.368260562,1.833668232,101512.9375,5.199765441,24,158,18.43301704,286.8058095,284.0014127,11.81710395,0.083353872,167.6857209,169.1449399,30.57071815,12.89887367,13.16983924,-88.31286632831376,-65.14352719710078
6299,6299,2021-10-16 16:00:00,13.98446296,55.20584942,284.9089355,1.238754272,2.953727245,5.199316978,4.564612389,4.795508385,286.1445313,1.516682982,0.413096786,1.429382324,101619.4375,5.199663691,24,158,18.80130042,279.2096742,277.1497296,10.57767132,0.083353872,177.2528894,162.2932568,31.85953793,6.797251553,10.56992611,-85.59738103837483,-65.14352719710078
6300,6300,2021-10-16 17:00:00,13.27134137,55.23496159,284.8137207,1.23895359,2.851022482,4.720436096,4.521399498,4.528785706,286.1621094,1.469531536,0.264458954,1.445129395,101608.1875,5.19978073,24,158,18.85007604,272.1544148,270.2568077,10.34127407,0.112738703,177.5784268,172.7951556,3.990633357,0.099668157,0.126279485,-87.32161915361502,83.05196327885511
6301,6301,2021-10-16 18:00:00,12.8485699,55.27032435,284.519043,1.23854351,2.18976903,4.456534386,4.164587975,4.183646202,286.1123047,1.136520982,0.265766084,1.104187012,101640.1875,5.199668731,24,158,16.8743007,288.6662771,285.2532927,9.127120602,0.128424134,159.7356571,144.3901185,1.190554912,20.83562917,19.84167165,84.98894983219485,69.6434112375695
6302,6302,2021-10-16 19:00:00,12.46410089,55.40159047,283.6103516,1.242463112,1.458770394,4.30030632,3.571692467,3.658765793,285.706543,0.770131648,0.248907328,0.727844238,101534.3125,5.199713946,24,158,14.96761062,303.245318,300.860177,7.138421293,0.137618788,138.719244,138.4905703,60.15812011,41.75574584,43.42322631,79.57942103851838,79.35074726472943
6305,6305,2021-10-16 22:00:00,12.26072816,55.44830198,282.328125,1.243605614,,,,,285.2363281,,,,101376.5625,5.199745354,24,158,7.851697128,170.198476,108.1671018,5.582666478,0.016703624,27.38127593,27.17134004,,,,80.78582590330282,
6306,6306,2021-10-16 23:00:00,12.57802999,55.33662653,283.0935059,1.2436409,1.273592472,4.184938431,3.275306702,3.526002884,285.4558105,0.675921202,0.298139632,0.597106934,101481.6875,5.199755397,24,158,17.85146299,123.8548195,122.8107716,6.687455217,0.016703624,43.78926495,41.81500977,116.038731,135.1363415,131.0636791,79.02150660647308,
6307,6307,2021-10-17 00:00:00,13.03538532,55.22665294,283.6630859,1.240501404,2.329469442,4.305871964,4.175209045,4.181604385,285.9407959,1.209387779,0.240267098,1.184936523,101591.4375,5.199220962,24,158,18.32,101.1682367,99.7805449,9.522509062,0.016703624,15.20192572,18.78478311,131.6587251,164.7666048,163.8728364,84.57861918754054,
6308,6308,2021-10-17 01:00:00,13.65165855,55.17844177,283.7526855,1.240503311,2.285203695,4.716430664,4.00693512,4.365539551,285.9205322,1.186501861,0.370025635,1.085357666,101517.875,5.199714378,24,158,17.9305,97.77601807,96.55049534,10.0588567,0.016703624,9.951259714,15.55473355,143.2136801,169.2866323,163.4832571,86.59923562290872,
6309,6309,2021-10-17 02:00:00,14.11164767,55.14293574,283.6401367,1.239182472,2.474722147,5.046311378,4.165077209,4.566025734,285.9025879,1.277173281,0.428070068,1.160827637,101525.625,5.199670679,24,158,17.81526213,98.58289977,96.88310659,9.832240765,0.016703624,12.01493258,15.8873448,154.4443012,169.2172352,163.6034657,84.86817400290923,
6310,6310,2021-10-17 03:00:00,14.56517688,55.09878592,283.7089844,1.238531113,2.844884157,5.27934742,4.705237389,4.763661385,285.8404541,1.463904619,0.437866211,1.395935059,101432.4375,5.199715076,24,158,13.86626959,101.4447881,103.973582,10.06558392,0.206004144,16.40508561,36.05504067,146.9872182,162.1198934,160.7334493,87.56849636405994,-39.9713773559779
6319,6319,2021-10-17 15:00:00,14.42471097,55.13705473,284.8283691,1.237184525,1.846675873,4.732860565,3.779212952,3.993480682,285.8404541,0.963176906,0.445293307,0.853302002,101504.9375,5.199725201,24,158,18.54911519,288.6790004,286.3269332,8.009683596,0.126607495,176.4390185,165.4841561,58.42890765,4.235685601,15.05019976,-70.1120853671033,-59.157222941349026
6320,6320,2021-10-17 16:00:00,13.94206005,55.2090559,284.7805176,1.237858772,1.51497674,4.43508625,3.362586975,3.820340157,285.9025879,0.79405731,0.385710001,0.674041748,101670.3125,5.199720709,24,158,18.44211999,277.3712798,276.428246,7.889685279,0.126607495,167.6859596,155.585469,37.96186113,7.224952229,7.166100018,-71.25771361296755,-59.157222941349026
6321,6321,2021-10-17 17:00:00,13.2389562,55.25216133,284.7009277,1.239873886,1.438446522,4.012701035,3.466957092,3.555791855,285.9517822,0.757791817,0.2843858,0.70022583,101683.4375,5.199690382,24,158,18.37513151,273.9336182,272.8240674,6.876024083,0.144523977,168.4645977,127.7539037,6.852845452,4.796049812,3.445524909,-75.64053030307329,-34.92983630053928
6322,6322,2021-10-17 18:00:00,12.84716856,55.27854194,283.5834961,,,,,,,,,,101736.75,5.199668384,24,158,17.19587748,285.5038952,283.0371553,4.863919922,0.136408507,173.3946035,143.9458877,,,,-83.56824127397714,-40.908732427188085
6323,6323,2021-10-17 19:00:00,12.45952098,55.40108682,283.559082,1.243803978,0.604881287,3.27825737,2.029701233,2.959409714,285.4558105,0.333437741,0.281010389,0.17376709,101729.6875,5.1997167,24,158,14.59803497,303.9425427,301.7733333,4.18990409,0.160512523,155.5359645,158.8304322,37.67103841,30.19899251,36.20595052,-82.69070214754736,-37.057098849612544
6326,6326,2021-10-17 22:00:00,12.28014608,55.44424875,281.8813477,1.250039101,,,,,285.0695801,,,,101706.25,5.048733161,24,158,9.814952772,159.4124769,108.1313871,2.459406627,0.016703624,1.989449784,27.13562534,,,,-69.87916308913822,
6327,6327,2021-10-17 23:00:00,12.60418054,55.32321175,283.010498,1.251032829,0.396995008,2.828597069,3.510536194,2.818953514,285.2808838,0.222748876,0.221740663,0.008789063,101845.6875,5.018592513,24,158,17.17457912,124.6706914,123.2004348,2.554739465,0.016703624,1.582363827,42.20467302,143.4336594,101.4905235,143.4576462,-55.2172013667387,
6328,6328,2021-10-18 00:00:00,13.04611393,55.22977117,283.9067383,1.245611191,0.623681724,3.221829414,2.27091217,3.175442696,285.7248535,0.339903176,0.334594667,0.051025391,101955.1875,5.031474468,24,158,17.74385016,99.29397236,97.67878788,2.939816226,0.016703624,33.28024031,16.68302609,179.4071496,125.9742286,179.8306115,-49.04097181184522,
6329,6329,2021-10-18 01:00:00,13.64381969,55.18079461,283.3127441,1.246170998,0.667329371,3.42828846,2.795875549,3.401616096,285.7456055,0.361098111,0.357696474,0.033538818,101965.9375,5.019874223,24,158,17.75582299,98.48933642,96.74698084,2.887574546,0.016703624,62.75654233,15.75121905,176.379423,89.4633662,176.6439188,-20.496476833371506,
6330,6330,2021-10-18 02:00:00,14.10450275,55.14048539,283.0605469,1.248733521,0.693941116,3.522396088,3.82358551,3.52135849,285.7768555,0.37381506,0.373645127,0.001403809,102025.5625,5.018466983,24,158,18.06925177,99.58329792,98.13813866,2.542030974,0.237394936,80.37981566,80.18092853,176.6797019,63.26358879,176.7003928,-1.4820456750869528,-1.680932814773636
6331,6331,2021-10-18 03:00:00,14.56291212,55.09616982,283.4731445,1.248311996,0.862555623,3.657568932,3.160560608,3.653235435,285.6923828,0.462275505,0.461791933,0.010192871,101980.0625,5.019443579,24,158,13.85352113,123.6423961,102.5487564,2.972057599,0.184876034,90.72261471,25.72294877,170.0331619,71.07787781,169.9999283,13.271371117173816,-51.72829482232253
6340,6340,2021-10-18 15:00:00,14.44320388,55.13933481,283.6325684,1.249260902,0.581613719,3.195462227,2.477088928,2.721585274,285.6923828,0.316346288,0.207809389,0.223205566,102160.75,5.37816714,24,158,18.63481913,287.9204809,285.830058,4.745789002,0.147768613,14.84031558,166.9369197,18.06178768,153.2431079,146.2405063,-89.01025755491817,-61.10686166866827
6341,6341,2021-10-18 16:00:00,14.00364183,55.20595709,283.8803711,1.24777317,0.609066129,3.007896423,2.290016174,2.663841248,285.7768555,0.331642449,0.189849794,0.253692627,102208.75,5.381715966,24,158,18.81180595,276.2849599,274.9785242,5.488410523,0.147768613,4.689207216,156.0853859,48.10982609,175.5979376,171.7466497,-80.33226857035405,-61.10686166866827
6342,6342,2021-10-18 17:00:00,13.2859988,55.23979141,284.467041,1.244636536,0.734495342,3.024317741,2.924293518,2.739344597,285.7362061,0.400176108,0.20747745,0.307983398,102105.125,5.383916928,24,158,18.76682421,274.1583804,271.8788281,6.014890122,0.13921255,18.07944538,148.3327866,122.1799603,178.526659,151.9100323,-70.04172655251111,-56.453958565964506
6343,6343,2021-10-18 18:00:00,12.87297247,55.27114811,284.980957,1.243984222,0.605843961,2.956806183,2.170204163,2.774372101,285.7070313,0.333233595,0.275432587,0.164093018,102121.5625,5.377029487,24,158,16.76328238,285.5890365,282.921439,4.589323463,0.138750408,27.5290186,167.8155016,166.4066914,140.490012,154.2263554,-49.54954236941681,-64.89406261249034
6344,6344,2021-10-18 19:00:00,12.47406127,55.40246817,284.3183594,1.248681068,0.64354676,3.068863869,2.401771545,2.705521584,285.2808838,0.35608083,0.196843982,0.278564453,102066.4375,5.378224262,24,158,15.48865318,303.1041598,300.2338707,4.905081726,0.168446426,0.988882424,168.1487429,166.6882713,175.4788658,175.8705757,-60.755011707905794,-71.6173863573159
6347,6347,2021-10-18 22:00:00,12.22854431,55.45506018,284.1057129,1.245030403,,,,,285.0461426,,,,101843.6875,5.330389063,24,158,6.329353234,203.0846554,108.1122012,4.296530649,0.016703624,155.1041244,27.11643944,,,,-46.99192320448665,
6348,6348,2021-10-18 23:00:00,12.51631537,55.35914957,284.8845215,1.242415428,0.684418201,3.225776672,2.455116272,2.819160461,285.2349854,0.375789881,0.22744745,0.285003662,101958.5,5.288072549,24,158,17.37578582,125.0212793,124.4756915,4.694752856,0.016703624,156.9729138,43.47992975,15.25746034,12.16133238,0.812422501,-32.4972222308131,
6349,6349,2021-10-19 00:00:00,12.98301998,55.2378825,285.373291,1.238790512,0.797811925,3.426706314,2.32950592,3.12299633,285.5791016,0.430495322,0.358886719,0.234130859,102017.0,5.290148847,24,158,19.04411032,99.90637548,99.22990933,4.538004618,0.016703624,117.4911678,18.23414754,8.210764497,51.41411838,21.74125156,-18.261258487172782,
6350,6350,2021-10-19 01:00:00,13.56827575,55.19586483,285.2961426,1.237991333,1.000611305,3.667831421,2.687660217,3.263778687,285.5487061,0.534496367,0.399047852,0.352539063,101938.6875,5.289613148,24,158,18.92883474,97.05625469,96.74310882,5.16724436,0.016703624,121.3120514,15.74734703,2.999700618,51.07743256,18.69899933,-24.56894255147696,
6351,6351,2021-10-19 02:00:00,14.09519918,55.15625835,285.359375,1.238202095,1.187630415,3.887299538,2.766943932,3.485138893,285.6463623,0.627802014,0.473684013,0.39642334,102014.375,5.291434453,24,158,18.80036232,99.89974916,99.32079997,5.476389544,0.145513408,115.0485899,27.01124656,2.828095291,50.29531941,22.78216634,-15.727789888454334,-53.667953467359524
6352,6352,2021-10-19 03:00:00,14.55892792,55.10058373,285.5600586,1.237426758,1.440134168,4.074970245,3.283606529,3.587299347,285.6887207,0.755777001,0.426867247,0.615936279,101964.3125,5.28906526,24,158,14.28957199,115.1731717,107.5700888,6.66225924,0.214350791,119.7587966,29.25822539,12.13271085,47.25197848,25.51888522,-12.18870779353882,78.31186338587217
6364,6364,2021-10-19 15:00:00,14.45616371,55.13553666,285.6828613,1.228505135,1.592861414,4.353285789,3.474707603,3.761610985,285.6887207,0.832821369,0.422042847,0.700378418,101332.625,5.290099368,24,158,18.02661752,289.6137313,286.0226732,7.364121628,0.060187411,111.0723378,143.8341569,124.7538286,73.29949813,88.18670516,37.0950110157965,-37.811483734899255
6365,6365,2021-10-19 16:00:00,13.97604636,55.2140472,286.0944824,1.225031853,1.326124907,4.178534508,3.001747131,3.642157555,285.6463623,0.700028837,0.39213562,0.524597168,101285.875,5.288247273,24,158,18.17713178,276.2085786,273.0490369,6.792740295,0.072345513,120.990281,164.0426971,103.350459,62.90165224,78.31394472,34.039317858317446,-70.99366020745876
6366,6366,2021-10-19 17:00:00,13.32161252,55.2445814,286.4848633,1.224212646,1.426375866,3.999461174,3.281166077,3.374827385,285.5644531,0.752006412,0.247406006,0.705505371,101132.0,5.291465376,24,158,18.51841155,274.2998275,271.1551084,6.998228959,0.016703624,116.400061,169.8406534,114.9124937,58.05298135,63.47964761,27.555169398837805,
6367,6367,2021-10-19 18:00:00,12.90359276,55.26724925,286.6638184,1.222465515,1.379915833,3.940052986,3.31778717,3.425648689,285.5791016,0.727346361,0.302490234,0.661132813,101055.25,5.291656359,24,158,17.517962,282.0440797,278.5215889,7.817656057,0.042044195,105.2159697,131.251949,64.35763326,74.51045003,72.76316609,23.737558624878684,-32.73036007450074
6368,6368,2021-10-19 19:00:00,12.48149962,55.39214699,286.4819336,1.22063446,1.164897442,3.886972427,3.218666077,3.304819107,285.2349854,0.620912254,0.213113502,0.582214355,100785.375,5.287886506,24,158,16.39410745,305.0833105,301.398464,7.457685698,0.016703624,74.94962126,139.5972977,127.2389639,102.5363882,104.6450766,16.348085301924886,
6372,6372,2021-10-19 23:00:00,12.48917435,55.37547123,287.595459,1.207098007,2.24181962,4.452823639,3.886878967,3.948429108,285.6750488,1.160257101,0.366867065,1.098754883,100372.125,5.290528201,24,158,17.80408562,125.113126,125.514165,10.75015968,0.049202845,72.32003493,5.55998105,35.91800967,94.95423403,89.14739504,53.194130086396875,-60.04581603454872
6373,6373,2021-10-20 00:00:00,12.96150648,55.22828699,287.5876465,1.209039688,3.225366831,4.910416603,4.469398499,4.487809181,286.1141357,1.647580624,0.330438256,1.613525391,100497.8125,5.288079886,24,158,19.68403707,107.1315722,105.6051167,12.19182295,0.117587281,48.09558039,65.00127959,64.09634511,124.8275158,122.8693248,57.509536301403045,40.60383709293167
6374,6374,2021-10-20 01:00:00,13.65471513,55.17237536,287.4414063,1.207761765,3.082098484,5.108132362,4.584693909,4.659768105,285.8612061,1.579649925,0.452838182,1.499389648,100445.875,5.286593057,24,158,19.56696666,94.76070842,94.56405189,12.28531532,0.069983831,35.8568153,85.63630295,82.11583397,137.3833663,132.4425246,58.707236592186405,8.92774894229291
6375,6375,2021-10-20 02:00:00,14.10976387,55.14311898,287.5749512,1.207816124,3.296509981,5.397309303,4.794104576,4.87466526,285.8369141,1.682431459,0.48503828,1.598791718,100430.9375,5.291232362,24,158,19.28815673,98.2642629,97.18885349,11.58227455,0.067683982,39.18972754,124.6160846,96.46783901,135.3282669,131.3809402,57.99912595313875,-27.427231088986872
6376,6376,2021-10-20 03:00:00,14.57659593,55.09952792,287.5344238,1.206317902,3.769742489,5.569741249,5.06522274,5.096962929,285.8287354,1.923563004,0.481365919,1.86209774,100301.5,5.288875913,24,158,13.86650572,137.7521029,112.4155844,11.6586528,0.03051334,57.21769935,162.5502014,88.59361663,119.7892801,118.489277,55.19788506440579,-85.03421346102475
6388,6388,2021-10-20 15:00:00,14.46942892,55.13664469,287.9609375,1.193045616,5.180786133,6.732562065,5.975317955,6.038592339,285.8287354,2.66882658,0.745996058,2.560852051,99438.9375,5.199729084,24,158,17.34317656,287.9831391,281.725654,14.20130246,0.227728116,129.200712,67.33316583,43.69319853,50.83670744,50.31369719,50.92636594925211,-10.941180189811552
6389,6389,2021-10-20 16:00:00,14.00870536,55.20681546,287.6342773,1.193109512,4.441749573,6.15369606,5.679236412,5.723154068,285.8369141,2.290344,0.527404785,2.222167969,99451.5625,5.199710069,24,158,18.22476611,276.1642553,272.8439755,12.80685842,0.016703624,142.0018394,168.1517862,50.36515475,42.69799471,44.13897372,54.845814900411774,
6390,6390,2021-10-20 17:00:00,13.36110167,55.23581906,287.2749023,1.194345474,4.160676956,5.191145897,5.239783287,5.239546776,286.0686035,2.149761438,0.354949951,2.119689941,99337.5625,5.1997129,24,158,18.2367366,274.8782143,270.1333333,12.92716175,0.016703624,145.6443503,170.8624285,96.26577962,36.77820028,37.71527303,55.777683619874615,
6391,6391,2021-10-20 18:00:00,12.94222257,55.26175047,287.0446777,1.1939888,3.832326889,5.02408886,5.121985435,5.120036125,286.1141357,1.980427504,0.312255859,1.955566406,99318.5,5.1997171,24,158,17.74248617,280.3176707,275.5062574,13.56600584,0.016703624,141.0806186,165.4895044,86.41757334,42.38389719,42.94590891,56.58687603463685,
6392,6392,2021-10-20 19:00:00,12.49115327,55.38838398,287.1687012,1.194730759,2.628357887,5.077544212,4.583411217,4.616362572,285.6750488,1.376151323,0.317474365,1.337768555,99172.375,5.199708656,24,158,17.24840387,305.4166806,302.411019,11.88394536,0.016703624,116.8396261,138.5847428,124.392327,73.79348055,75.9734427,59.25064506577488,
6395,6395,2021-10-20 22:00:00,12.22660562,55.45386236,286.5229492,1.198111534,,,,,285.1223145,,,,98851.625,5.288515468,24,158,6.212735867,206.7212772,109.1317277,9.886635171,0.152260494,58.425323,103.126815,,,,50.70640467782836,6.004912651453027
6396,6396,2021-10-20 23:00:00,12.5533949,55.34987608,286.4272461,1.198628426,2.608756065,5.006116867,4.506262779,4.534797668,285.3221436,1.365938783,0.30291748,1.331542969,98946.4375,5.379756858,24,158,18.1136235,122.5669108,121.8036569,11.90439333,0.132068458,68.30529125,125.5359007,54.01511442,104.9794089,103.0763174,53.49836569089543,-3.7322437606261256
6397,6397,2021-10-21 00:00:00,13.01184275,55.24126535,286.7900391,1.195798874,3.476977348,4.890868187,4.95816803,4.95676136,285.7060547,1.801293969,0.307263136,1.774658203,99056.75,5.363856054,24,158,18.61983714,101.053167,100.2101532,12.69285821,0.084880776,42.15070172,122.8073512,91.00406494,132.1985992,131.4778351,58.05945147938457,-22.597198002664868
6398,6398,2021-10-21 01:00:00,13.59143474,55.18484542,286.8049316,1.195516586,3.544347048,5.162115097,4.992347717,5.000494003,285.6281738,1.833009005,0.359741211,1.796875,98979.0,5.38166013,24,158,18.53668648,98.2173735,98.34093469,12.30809239,0.084880776,38.80456521,120.9381327,97.15204627,137.4964371,136.6865464,59.536369483747144,-22.597198002664868
6399,6399,2021-10-21 02:00:00,14.09770869,55.14621106,286.7712402,1.195185661,3.535137892,6.031467438,5.129432678,5.362033844,285.6508789,1.827875614,0.642059326,1.676635742,98977.8125,5.380059949,24,158,18.56175945,99.05529449,98.63243683,11.47732232,0.061447569,45.40233426,99.80279002,128.5104922,136.5167941,133.4498691,53.23010256576531,-1.1703536554858252
6400,6400,2021-10-21 03:00:00,14.5609311,55.09883639,286.7336426,1.194149017,3.863575697,6.239957809,5.403846741,5.538480759,285.6574707,1.996919751,0.715747833,1.855224609,98900.5,5.384727372,24,158,14.08159483,89.254208,109.0148882,11.58208478,0.061447569,63.1279141,110.1852414,129.5366408,122.0847822,124.1800276,45.88697408508617,-1.1703536554858252
6409,6409,2021-10-21 15:00:00,14.48641243,55.12897191,284.0820313,1.205665588,5.27253437,6.794790268,5.657608032,5.792715073,285.6574707,2.694465876,0.839904785,2.554859161,98723.625,5.020572625,24,158,16.01599629,286.1262724,281.7622755,15.17674133,0.06831312,165.9514601,117.4103502,94.2268751,19.63904551,25.70539073,87.71373555409518,39.172625730151594
6410,6410,2021-10-21 16:00:00,14.05528673,55.20304408,283.9274902,1.209201813,4.959541798,6.313988686,5.526651382,5.675438881,285.6508789,2.523081541,0.577514648,2.430908203,98943.125,5.142029036,24,158,16.8789385,279.1834409,277.1425318,15.23508435,0.120267886,171.268509,122.9877454,73.84356637,15.795608,20.38459726,88.41104081081825,40.13027722417897
6411,6411,2021-10-21 17:00:00,13.49031506,55.23693686,284.0224609,1.212619781,4.912079811,5.734848976,5.573208809,5.576401711,285.6281738,2.597311497,0.35559082,2.572486401,99036.25,5.291349646,24,158,17.48231092,275.2915611,273.2475248,14.12610095,0.174834235,174.1692667,121.7845959,55.34808017,6.207180514,6.550381198,-80.92174195935056,35.03212062506147
6412,6412,2021-10-21 18:00:00,13.04317595,55.2594117,283.3149414,1.216480255,4.748288155,5.276906013,5.430289268,5.428517342,285.7060547,2.438843489,0.290405273,2.42141223,99222.5625,5.286672435,24,158,17.50173894,276.6487921,274.0284192,13.70983055,0.271052401,178.5005478,118.7060624,55.30750243,5.71268432,6.036201165,-84.47212866486635,32.734481626925245
6413,6413,2021-10-21 19:00:00,12.57126346,55.35844048,282.0646973,1.221482277,2.98021698,4.758896828,4.526846886,4.533555031,285.3221436,1.541414738,0.237030029,1.522852898,99198.75,5.290385611,24,158,17.74896175,304.0302876,301.2790701,11.87947209,0.016703624,149.1955188,139.7166917,81.66781831,37.37959504,37.8692801,-89.52541101860588,
6414,6414,2021-10-21 20:00:00,12.24455606,55.45734873,280.9492188,1.224001884,,,,,285.1223145,,,,99175.875,5.291225538,24,158,7.933919495,280.4249122,203.1509921,10.54452293,0.016703624,113.276847,122.1552303,,,,89.87414513637651,
6416,6416,2021-10-21 22:00:00,12.22558053,55.45436064,280.5820313,1.229204178,,,,,284.5393066,,,,99383.1875,5.29070856,24,158,6.006539976,210.1402862,108.3111164,10.51450189,0.016703624,19.31531487,27.31535459,,,,88.99580150276503,
6417,6417,2021-10-21 23:00:00,12.539824,55.34713957,281.392334,1.230475426,3.262978554,4.438706398,4.657169342,4.654038429,284.8414307,1.68574059,0.215332091,1.672035217,99549.4375,5.291895675,24,158,18.02687601,123.5292267,122.3770665,12.38812454,0.016703624,34.20940374,41.38130473,96.13614759,142.3043605,141.9792872,88.16766278692546,
6418,6418,2021-10-22 00:00:00,12.98489937,55.23430677,282.2663574,1.226959229,5.233893394,5.099528313,5.669303894,5.662516594,285.4052734,2.701612949,0.287963927,2.686279297,99720.125,5.280659611,24,158,18.52919519,100.7736286,99.19442925,14.53171785,0.312074287,8.259037831,35.11256121,163.103697,170.6806318,170.7075483,-89.06460858198005,64.08186803591924
6419,6419,2021-10-22 01:00:00,13.63801696,55.18002186,282.519043,1.226742744,5.064146042,6.022041321,5.804237366,5.907905579,285.493042,2.65365839,0.472595215,2.58972168,99680.9375,5.290418202,24,158,18.51938782,98.32846588,96.08922998,15.42302153,0.237930848,4.407939915,28.61150852,173.8400303,170.6405979,168.8927646,-88.31870993756385,67.47772146219208
6420,6420,2021-10-22 02:00:00,14.09102438,55.14255081,282.4658203,1.227045059,5.668614388,6.246603012,6.101579666,6.207540512,285.451416,2.907819748,0.557006836,2.832763672,99733.625,5.289563211,24,158,18.56377766,100.0201743,98.48218038,15.43960278,0.215423695,6.889187152,40.05182033,165.5031101,167.3135349,165.7665989,-88.40700676626808,58.43036005113364
6421,6421,2021-10-22 03:00:00,14.58152766,55.09565265,282.5949707,1.225681305,6.628771782,6.204604149,6.579362869,6.573378563,285.2250977,3.411287069,0.533325195,3.368408203,99647.3125,5.289098395,24,158,12.62180829,126.541939,107.9850251,16.01081578,0.159965224,16.11835055,36.39409345,126.2982391,158.6268829,158.5531829,-88.13332547082877,71.59093162983658
6430,6430,2021-10-22 15:00:00,14.48228776,55.13403345,282.9074707,1.230782509,4.432089806,6.604370117,5.570593834,5.725585938,285.2250977,2.287461281,0.865325928,2.116210938,99839.25,5.380977544,24,158,16.78837841,287.4506314,282.3042598,13.89850824,0.224326455,171.329791,145.5166943,73.46362255,4.743957018,13.41247508,-69.02553125637307,67.82095405794645
6431,6431,2021-10-22 16:00:00,14.04055283,55.2055384,282.8820801,1.230368614,3.914638519,6.002305984,4.999793053,5.287851334,285.451416,2.013141632,0.561340272,1.900634766,100071.375,5.381001666,24,158,18.13795973,279.3338945,278.7644596,13.02637665,0.224326455,171.7372613,149.0564945,66.02984043,0.502954446,8.379510843,-72.9728017194346,67.82095405794645
6432,6432,2021-10-22 17:00:00,13.32345573,55.24208824,282.7365723,1.230693817,4.269441128,5.437620163,5.188635826,5.19421196,285.4453125,2.206485271,0.31415385,2.183227539,100179.8125,5.388268546,24,158,18.17716774,276.3908108,275.0798513,12.9001465,0.222759495,170.6484737,166.5046243,42.86679281,7.903547159,7.265546671,-75.56862238229512,81.58447562066644
6433,6433,2021-10-22 18:00:00,12.95550311,55.26621865,282.769043,1.232000351,4.112348557,5.532004356,5.136878014,5.14650631,285.4052734,2.118005514,0.306605637,2.095458984,100332.1875,5.37591424,24,158,17.84037903,279.7930726,278.0208942,12.98456392,0.244291575,175.2323329,166.20095,41.41916383,6.224711293,5.66816222,-77.2114387612861,84.22184422041148
6434,6434,2021-10-22 19:00:00,12.50969233,55.38763594,282.2421875,1.236673355,2.436597347,4.699894905,4.168789864,4.193303108,284.8414307,1.263847351,0.233341336,1.241577148,100332.75,5.378868677,24,158,17.27882112,304.8831022,302.3847219,10.94112213,0.251431544,160.5243885,126.9244558,50.16363733,21.68403833,22.2959768,-77.0908895701814,69.30917769420498
6435,6435,2021-10-22 20:00:00,12.21972702,55.45727731,281.560791,1.237427711,,,,,284.5393066,,,,100306.6875,5.383543499,24,158,5.065177144,277.3233564,173.6537485,9.580349152,0.244782327,72.48371189,109.7183873,,,,-78.8299633689168,63.93536121729659
